"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"Cellular response to hypoxia","1.733e-05","64","Cul2, Egln1, Egln2, Elob, Hif1a, Limd1, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ubc, Ube2d1, Ube2d2a, Ube2d3"
"Class I MHC mediated antigen processing & presentation","1.733e-05","304","Anapc1, Asb6, B2m, Bcap31, Blmh, Calr, Canx, Cdc20, Cdc26, Cdc27, Cdc34, Cul2, Cul5, Cyba, Dtx3l, Elob, Erap1, Fbxl14, Fbxo2, Fzr1, H2-K1, H2-Q6, H2-Q7, H2-T23, Hspa5, Huwe1, Itgb5, Klhl21, Klhl42, Klhl5, Lmo7, Lnx1, Lrsam1, Mex3c, Pdia3, Pja1, Pja2, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rbbp6, Rlim, Rnf114, Rnf126, Rnf220, Rnf4, Sec23a, Sec24b, Sh3rf1, Siah2, Smurf1, Socs1, Socs3, Spsb1, Tap1, Tap2, Tapbp, Traip, Uba1, Ubc, Ube2a, Ube2b, Ube2c, Ube2d1, Ube2d2a, Ube2d3, Ube2k, Ube2l6, Ube2m, Ube2n, Ube2q2, Ube2r2, Ube2s, Ube2z, Ubr2, Unkl, Vamp8, Znrf2"
"Asparagine N-linked glycosylation","1.832e-05","228","Actr10, Alg12, Alg3, Alg5, Alg9, Amfr, Arcn1, Areg, Arf1, Arf4, Arf5, Arfgap2, Arfgap3, B4galt1, B4galt3, Bet1, Bet1l, Calr, Canx, Capzb, Cnih1, Cog8, Col7a1, Copa, Copb2, Cope, Copz1, Csnk1d, Ctsa, Ctsc, Ctsz, Dctn3, Dctn6, Dpm3, Dync1li2, Dynll1, Dynll2, Fuca1, Fuom, Gfpt2, Gmds, Golga2, Gorasp1, Kdelr1, Kdelr2, Lman1, Lman2, Lman2l, Man1a2, Mcfd2, Mgat1, Mgat2, Mgat4b, Mia3, Mvd, Nagk, Nans, Napa, Neu1, Nus1, Pdia3, Pmm1, Rab1a, Rab1b, Rad23b, Sec16a, Sec23a, Sec24b, Slc35c1, Sptbn1, Sptbn2, St6gal1, St6galnac4, St8sia6, Tfg, Tgfa, Tmed2, Tmed7, Tmed9, Tmem115, Trappc1, Trappc3, Trappc4, Trappc5, Trappc9, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Ubc, Vcp, Ykt6"
"RAF/MAP kinase cascade","2.338e-05","226","Abhd17a, Actg1, Areg, Arl2, Btc, Calm1, Calm2, Calm3, Csk, Dusp10, Dusp5, Dusp6, Dusp7, Dusp9, Egfr, Ereg, Fnta, Golga7, Grb2, Hbegf, Hras, Irs2, Kras, Lamtor2, Lamtor3, Map2k2, Map3k11, Pik3ca, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1b, Ppp2r5b, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ralgds, Rap1a, Rasgrf1, Rce1, Sptbn2, Tln1, Ubc, Vcl, Ywhab"
"Nuclear Envelope (NE) Reassembly","2.341e-05","59","Chmp2b, Chmp3, Chmp4b, Kpnb1, Lmna, Lmnb1, Ndc1, Nup107, Nup93, Pom121, Ppp2ca, Ppp2r1a, Ppp2r2a, Rangap1, Rcc1, Sirt2, Sumo1, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Vrk1"
"Orc1 removal from chromatin","2.341e-05","63","Ccna2, Mcm6, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"Nuclear events mediated by NFE2L2","2.390e-05","47","Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"G2/M Transition","2.473e-05","163","Ccna2, Cdk7, Cep192, Ckap5, Csnk1d, Dctn3, Haus8, Hmmr, Hsp90ab1, Mapre1, Nek2, Pafah1b1, Pcnt, Phlda1, Plk1, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r2a, Prkaca, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rab8a, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb5, Tubb6, Ubc, Wee1, Xpo1, Ywhae, Ywhag"
"Selective autophagy","2.493e-05","57","Arl13b, Csnk2b, Dync1li2, Dynll1, Dynll2, Hdac6, Mfn2, Nbr1, Park7, Pcnt, Pink1, Sqstm1, Src, Tomm20, Tomm22, Tomm40, Tomm6, Tomm7, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Ubc, Ube2n, Ube2v1, Vdac1, Vim"
"Downstream TCR signaling","3.040e-05","73","Cdc34, Nfkb1, Pdpk1, Pik3ca, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rela, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2n"
"RHO GTPases activate PKNs","3.646e-05","21","Pdpk1, Pkn1, Pkn3, Ppp1cb, Rac1, Rhoa, Rhob, Sfn, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq, Ywhaz"
"Mitotic G2-G2/M phases","3.656e-05","165","Ccna2, Cdk7, Cep192, Ckap5, Csnk1d, Dctn3, Haus8, Hmmr, Hsp90ab1, Mapre1, Nek2, Pafah1b1, Pcnt, Phlda1, Plk1, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r2a, Prkaca, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rab8a, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb5, Tubb6, Ubc, Wee1, Xpo1, Ywhae, Ywhag"
"Interleukin-1 signaling","3.835e-05","94","App, Il1rn, N4bp1, Nfkb1, Nfkb2, Nfkbib, Nkiras2, Nlrc5, Nlrx1, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rela, Sqstm1, Tab2, Tollip, Ubc, Ube2n, Usp14, Usp18"
"Complex I biogenesis","3.866e-05","48","Ndufa1, Ndufa10, Ndufa12, Ndufa13, Ndufa2, Ndufa3, Ndufa6, Ndufa8, Ndufab1, Ndufaf1, Ndufaf3, Ndufaf5, Ndufb10, Ndufb2, Ndufb5, Ndufb6, Ndufb7, Ndufb8, Ndufb9, Ndufc1, Ndufc2, Ndufs1, Ndufs2, Ndufs3, Ndufs5, Ndufs6, Ndufs8, Ndufv1, Ndufv2, Ndufv3, Timmdc1"
"G1/S DNA Damage Checkpoints","4.171e-05","60","Ccna2, Cdkn1b, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"Deubiquitination","4.306e-05","213","Actg1, Adrb2, Adrm1, Atxn3, Axin1, Ccna2, Cdc20, Fkbp8, Foxo4, Gata3, Hgs, Hif1a, Ifih1, Il33, Ino80c, Ino80d, Nedd8, Otud7b, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rad23a, Rad23b, Rce1, Rhoa, Siah2, Smad3, Smad7, Taf10, Tnip1, Tnks, Tomm20, Ubc, Ube2d1, Usp14, Usp18, Usp24, Usp25, Vcp, Vdac1, Vdac2, Yy1"
"Regulation of RAS by GAPs","4.322e-05","61","Hras, Kras, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"Cross-presentation of soluble exogenous antigens (endosomes)","4.448e-05","45","Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3"
"Autophagy","4.535e-05","110","Ambra1, Arl13b, Atg101, Atg3, Atg4b, Atg9a, Becn1, Chmp2b, Chmp3, Chmp4b, Chmp4c, Csnk2b, Dync1li2, Dynll1, Dynll2, Gabarap, Gabarapl1, Gabarapl2, Hdac6, Lamtor2, Lamtor3, Mfn2, Mtor, Nbr1, Park7, Pcnt, Pink1, Prkaa1, Prkab2, Rheb, Rragc, Sqstm1, Src, Tomm20, Tomm22, Tomm40, Tomm6, Tomm7, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Ubc, Ube2n, Ube2v1, Vdac1, Vim, Wipi2"
"Macroautophagy","4.535e-05","110","Ambra1, Arl13b, Atg101, Atg3, Atg4b, Atg9a, Becn1, Chmp2b, Chmp3, Chmp4b, Chmp4c, Csnk2b, Dync1li2, Dynll1, Dynll2, Gabarap, Gabarapl1, Gabarapl2, Hdac6, Lamtor2, Lamtor3, Mfn2, Mtor, Nbr1, Park7, Pcnt, Pink1, Prkaa1, Prkab2, Rheb, Rragc, Sqstm1, Src, Tomm20, Tomm22, Tomm40, Tomm6, Tomm7, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Ubc, Ube2n, Ube2v1, Vdac1, Vim, Wipi2"
"Transport to the Golgi and subsequent modification","4.552e-05","155","Actr10, Arcn1, Areg, Arf1, Arf4, Arf5, Arfgap2, Arfgap3, B4galt1, B4galt3, Bet1, Bet1l, Capzb, Cnih1, Cog8, Col7a1, Copa, Copb2, Cope, Copz1, Csnk1d, Ctsc, Ctsz, Dctn3, Dctn6, Dync1li2, Dynll1, Dynll2, Fuca1, Golga2, Gorasp1, Kdelr1, Kdelr2, Lman1, Lman2, Lman2l, Man1a2, Mcfd2, Mgat1, Mgat2, Mgat4b, Mia3, Napa, Rab1a, Rab1b, Sec16a, Sec23a, Sec24b, Sptbn1, Sptbn2, St6gal1, St8sia6, Tfg, Tgfa, Tmed2, Tmed7, Tmed9, Tmem115, Trappc1, Trappc3, Trappc4, Trappc5, Trappc9, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Ykt6"
"MAPK1/MAPK3 signaling","4.733e-05","231","Abhd17a, Actg1, Areg, Arl2, Btc, Calm1, Calm2, Calm3, Csk, Dusp10, Dusp5, Dusp6, Dusp7, Dusp9, Egfr, Ereg, Fn1, Fnta, Frs2, Golga7, Grb2, Hbegf, Hras, Icmt, Iqgap1, Irs2, Kras, Lamtor2, Lamtor3, Map2k1, Map2k2, Map3k11, Pdgfra, Pebp1, Pik3ca, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ptpn11, Ralgds, Rap1a, Rasgrf1, Rce1, Shc1, Shoc2, Sptbn2, Tgfa, Tln1, Ubc, Vcl, Ywhab"
"Signaling by Nuclear Receptors","5.061e-05","146","Adh1, Akt3, Aldh1a1, Aldh1a3, Areg, Btc, Calm1, Calm2, Calm3, Cav1, Cav2, Cdk9, Cdkn1b, Dlat, Egfr, Ereg, Fabp5, Fkbp4, Foxa1, Foxo3, Gata3, Gnai2, Gnai3, Gnb1, Gnb2, Gng10, Gtf2a1, Gtf2f1, H3f3a, H3f3b, Hbegf, Hdac3, Hras, Hsp90ab1, Kras, Mapk3, Mmp2, Pdk2, Pdk4, Pdpk1, Pik3ca, Polr2e, Polr2h, Polr2i, Prmt1, Ptges3, Rarg, Rdh10, Rdh11, Shc1, Sphk1, Tbl1xr1, Tgfa, Tle3, Xpo1, Zdhhc7"
"COPI-mediated anterograde transport","5.555e-05","81","Actr10, Arcn1, Arf1, Arf4, Arf5, Arfgap2, Arfgap3, Bet1, Bet1l, Capzb, Cog8, Copa, Copb2, Cope, Copz1, Dctn3, Dctn6, Dync1li2, Dynll1, Dynll2, Golga2, Gorasp1, Kdelr1, Kdelr2, Napa, Rab1a, Rab1b, Sptbn1, Sptbn2, Tmed2, Tmed7, Tmed9, Tmem115, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Ykt6"
"G1/S Transition","5.683e-05","98","Akt1, Akt3, Ccna2, Cdk2, Cdk7, Cdkn1b, Cks1b, Mcm6, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ubc, Wee1"
"TCF dependent signaling in response to WNT","5.735e-05","133","Axin1, Bcl9l, Cav1, Ctnnb1, Frat2, Fzd1, Fzd4, Kremen1, Lrp5, Men1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Pygo2, Smarca4, Sox2, Sox4, Tle3, Tnks, Ubc, Xpo1, Ywhaz"
"Axon guidance","6.180e-05","219","Abl1, Actg1, Actr2, Actr3, Ap2a1, Ap2m1, Ap2s1, Aph1a, Arhgef7, Arpc1a, Arpc1b, Arpc2, Arpc3, Cdc42, Cltc, Col3a1, Col4a1, Col4a2, Col5a1, Col6a1, Col6a2, Csnk2b, Dag1, Dok1, Dok4, Dpysl2, Efna1, Efna5, Efnb1, Efnb2, Egfr, Enah, Epha1, Epha2, Ephb2, Ephb3, Ephb4, Ezr, Fgfr1, Frs2, Git1, Gpc1, Grb2, Gsk3b, Hras, Hsp90ab1, Irs2, Itga5, Itgb1, Kif4, Kras, Map2k1, Map2k2, Mapk3, Mmp2, Msn, Nck2, Ncstn, Ngef, Pak2, Pfn1, Pik3ca, Pik3cb, Plxna1, Plxna2, Prkaca, Psenen, Ptpn11, Rac1, Rhoa, Rhob, Rock1, Rock2, Rras, Sdcbp, Sema3e, Sema4a, Sema4d, Sema7a, Shc1, Sos1, Sptbn1, Sptbn2, Src, Tln1, Trio, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Ubc, Vasp"
"Neddylation","6.554e-05","198","Ankrd9, Asb6, Cand1, Ccdc22, Commd1, Commd2, Cops2, Cops6, Cops7a, Cops8, Cul2, Cul5, Dcaf13, Dcaf7, Dcun1d1, Elob, Fem1b, Hif1a, Klhl21, Lmo7, Nedd8, Nfe2l2, Nploc4, Nub1, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rbbp7, Socs3, Socs6, Spsb1, Spsb3, Ubc, Ubd, Ube2d1, Ube2d2a, Ube2m, Vcp, Wdtc1, Wsb2"
"Nervous system development","6.727e-05","220","Abl1, Actg1, Actr2, Actr3, Ap2a1, Ap2m1, Ap2s1, Aph1a, Arhgef7, Arpc1a, Arpc1b, Arpc2, Arpc3, Cdc42, Cltc, Col3a1, Col4a1, Col4a2, Col5a1, Col6a1, Col6a2, Csnk2b, Dag1, Dok1, Dok4, Dpysl2, Efna1, Efna5, Efnb1, Efnb2, Egfr, Enah, Epha1, Epha2, Ephb2, Ephb3, Ephb4, Ezr, Fgfr1, Frs2, Git1, Gpc1, Grb2, Gsk3b, Hras, Hsp90ab1, Irs2, Itga5, Itgb1, Kif4, Kras, Map2k1, Map2k2, Mapk3, Mmp2, Msn, Nck2, Ncstn, Ngef, Pak2, Pfn1, Pik3ca, Pik3cb, Plxna1, Plxna2, Prkaca, Psenen, Ptpn11, Rac1, Rhoa, Rhob, Rock1, Rock2, Rras, Sdcbp, Sema3e, Sema4a, Sema4d, Sema7a, Shc1, Sos1, Sptbn1, Sptbn2, Src, Tln1, Trio, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Ubc, Vasp"
"Cell Cycle Checkpoints","6.874e-05","233","Anapc1, Anapc16, Aurkb, Bub1, Bub3, Ccna2, Cdc20, Cdc26, Cdc27, Cdca8, Cdk2, Cdkn1b, Cenpa, Cenpk, Cenpo, Cenpq, Chek1, Ckap5, Clip1, Dync1li2, Dynll2, Incenp, Kif2c, Mad1l1, Mad2l1, Mapre1, Mcm6, Mis12, Nde1, Nudc, Nuf2, Nup107, Pafah1b1, Pias4, Plk1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rad1, Rad9a, Rangap1, Rmi1, Rmi2, Rnf168, Sfn, Sgo2a, Spc24, Topbp1, Trp53, Ubc, Ube2c, Ube2d1, Ube2n, Ube2s, Wee1, Xpo1, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq, Ywhaz"
"RUNX1 regulates transcription of genes involved in differentiation of HSCs","7.303e-05","57","Cdk7, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ubc"
"TNFR2 non-canonical NF-kB pathway","7.503e-05","80","Ltbr, Nfkb2, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Relb, Tnfrsf12a, Tnfrsf1a, Tnfsf9, Ubc, Ube2m"
"Cytokine Signaling in Immune system","8.025e-05","326","Abce1, Akt1, Akt3, App, Canx, Casp1, Cbl, Cdkn1b, Clcf1, Crk, Csf1r, Csk, Cul5, Dusp6, Dusp7, Eif2ak2, Eif4a1, Eif4a3, Eif4e2, Eif4g1, Elob, Flnb, Fos, Foxo3, Grb2, Hras, Hsp90b1, Ifngr1, Ifngr2, Ifnlr1, Il13ra1, Il1a, Il1rn, Il33, Il4ra, Inppl1, Irf3, Irf9, Irs1, Irs2, Isg15, Kpnb1, Kras, Lifr, Ltbr, Map2k3, Map2k4, Mapk3, Mapkapk2, N4bp1, Nfkb1, Nfkb2, Nfkbib, Nkiras2, Nlrc5, Nlrx1, Oasl1, Osmr, Peli1, Pik3ca, Ppm1b, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Prkaca, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ptpn1, Ptpn11, Ptprj, Rela, Relb, Rnasel, Sdc1, Shc1, Smarca4, Socs1, Socs3, Socs6, Sos1, Sqstm1, Stat3, Sumo1, Tab2, Tnfrsf12a, Tnfrsf1a, Tnfsf9, Tollip, Trim25, Ubc, Ube2d1, Ube2d2a, Ube2d3, Ube2l6, Ube2m, Ube2n, Usp14, Usp18, Ywhaz"
"ESR-mediated signaling","8.025e-05","103","Akt3, Areg, Btc, Calm1, Calm2, Calm3, Cav1, Cav2, Cdk9, Cdkn1b, Egfr, Ereg, Fkbp4, Foxa1, Foxo3, Gata3, Gnai2, Gnai3, Gnb1, Gnb2, Gng10, Gtf2a1, Gtf2f1, H3f3a, H3f3b, Hbegf, Hras, Hsp90ab1, Kras, Mapk3, Mmp2, Pdpk1, Pik3ca, Polr2e, Polr2h, Polr2i, Prmt1, Ptges3, Shc1, Sphk1, Tgfa, Tle3, Xpo1, Zdhhc7"
"Synthesis of DNA","8.114e-05","108","Anapc1, Anapc16, Ccna2, Cdc26, Cdc27, Cdk2, Fzr1, Gins4, Mcm6, Pold4, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rfc1, Ubc, Ube2c, Ube2d1, Ube2s"
"TP53 Regulates Metabolic Genes","8.240e-05","66","Akt1, Akt3, Cox14, Cox4i1, Cox5a, Cox6a1, Cox6b1, Cox7a2l, Cox7b, Cox7c, Cox8a, Ddit4, G6pdx, Gls, Gpi1, Gpx2, Gsr, Lamtor2, Lamtor3, Mtor, Prdx1, Prdx2, Prdx5, Prkaa1, Rheb, Rragc, Sfn, Surf1, Txn1, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq, Ywhaz"
"Interleukin-1 family signaling","9.295e-05","103","App, Casp1, Il1rn, Il33, N4bp1, Nfkb1, Nfkb2, Nfkbib, Nkiras2, Nlrc5, Nlrx1, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rela, Sqstm1, Tab2, Tollip, Ubc, Ube2n, Usp14, Usp18"
"TCR signaling","9.652e-05","89","Cdc34, Csk, Nfkb1, Pak2, Pdpk1, Pik3ca, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ptprj, Rela, Tab2, Ubc, Ube2d1, Ube2d2a, Ube2n"
"DNA Replication Pre-Initiation","1.054e-04","92","Anapc1, Anapc11, Anapc16, Anapc5, Anapc7, Cdc26, Cdc27, Cdk2, Fzr1, Gmnn, Kpna1, Kpna6, Kpnb1, Mcm6, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd2, Psmd3, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"Apoptosis","1.098e-04","89","Bak1, Bax, Casp7, Ctnnb1, Dsg2, Dsp, Fnta, Gsn, H1f0, Lmna, Lmnb1, Pkp1, Plec, Rock1, Sfn, Tradd, Vim, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq, Ywhaz"
"Signaling by Hedgehog","1.100e-04","121","Derl2, P4hb, Prkaca, Prkar1a, Psma1, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd13, Psmd3, Psmd6, Psmd8, Psme2b, Psme3, Ptch1, Sel1l, Smurf1, Tuba1a, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc, Vcp"
"Collagen formation","1.168e-04","57","Col17a1, Col18a1, Col1a1, Col1a2, Col27a1, Col3a1, Col4a2, Col4a6, Col5a1, Col6a1, Col6a2, Col7a1, Crtap, Ctsb, Ctsl, Ctss, Loxl4, Mmp13, P4hb, Pcolce, Plod3, Ppib, Serpinh1"
"S Phase","1.227e-04","135","Akt1, Akt3, Anapc1, Anapc11, Anapc16, Anapc4, Anapc5, Anapc7, Ccna2, Cdc26, Cdc27, Cdca5, Cdk2, Cdk4, Cdk7, Cdkn1a, Cdkn1b, Cdt1, Cks1b, Esco1, Fzr1, Gins1, Gins2, Gins4, Gmnn, Mcm6, Pold4, Psma1, Psma3, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd2, Psmd3, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Rad21, Rbx1, Rfc1, Smc3, Stag2, Ubc, Ube2c, Ube2d1, Ube2s, Wapl, Wee1"
"Transcriptional regulation by RUNX1","1.227e-04","117","Abl1, Arid1a, Bmi1, Cbx4, Ccnd3, Cdk7, Ctsl, Elf1, Esr1, Gata3, H3f3a, H3f3b, Phc2, Pml, Prmt1, Psma1, Psma3, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd1, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ptpn11, Sin3b, Smarca4, Smarce1, Ubc, Zfpm1"
