"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"RHO GTPases Activate Formins","9.698e-04","112","Actg1, Cdc42, Cenpa, Daam1, Diaph1, Dvl2, Dync1i2, Dynll1, Dynll2, Evl, Mrtfa, Ndel1, Pfn1, Ppp2ca, Ppp2cb, Ppp2r1b, Ppp2r5b, Rac1, Rangap1, Rhoa, Rhob, Rhod, Spc24, Src, Srf, Tuba1c, Tubb2a, Tubb4b, Zw10"
"Peptide ligand-binding receptors","1.009e-03","83","Ackr2, Aplnr, C5ar1, Cck, Ccl12, Ccl17, Ccl25, Ccl7, Ccl9, Ccr4, Ccr5, Cxcl1, Cxcl13, Cxcl2, Cxcl3, Cxcl5, Cxcl9, Edn2, Nln, Oprd1, Prokr2, Tacr2"
"Translation","1.009e-03","59","Apeh, Aurkaip1, Chchd1, Eef1a1, Eef1d, Eef1g, Eef2, Eif1ax, Eif2b5, Eif2s1, Eif2s3x, Eif3c, Eif3d, Eif3g, Eif3k, Eif3l, Eif4a1, Eif4b, Eif4e, Eif4ebp1, Eif4g1, Eif4h, Eif5, Eif5b, Etf1, Gadd45gip1, Pabpc1, Ppa1, Srp14, Srp68, Srp72, Trmt112"
"RAF/MAP kinase cascade","1.055e-03","219","Abhd17a, Actg1, Areg, Brap, Calm1, Calm2, Cnksr2, Dusp1, Dusp10, Dusp4, Dusp5, Erbb3, Frs2, Golga7, Grb2, Hbegf, Irs2, Jak3, Kbtbd7, Kras, Lamtor3, Map2k1, Map2k2, Map3k11, Mapk1, Mapk3, Pea15a, Pik3cb, Pik3r2, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ptpn3, Raf1, Ralgds, Rap1a, Rasa1, Shoc2, Src, Tgfa, Ubc, Ywhab"
"ISG15 antiviral mechanism","1.190e-03","25","Arih1, Ddx58, Eif4e, Eif4g1, Eif4g3, Isg15, Mapk3, Nedd4, Trim25, Ube2l6, Usp18"
"Toll Like Receptor 3 (TLR3) Cascade","1.224e-03","66","Atf1, Dusp4, Fos, Hmgb1, Irf7, Jun, Lrrc14, Map2k3, Map3k8, Mapk1, Mapk3, Mapk8, Mapkapk2, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Tab2, Ubc, Ube2v1, Usp18"
"Cdc20:Phospho-APC/C mediated degradation of Cyclin A","1.325e-03","64","Anapc2, Ccna2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"APC/C-mediated degradation of cell cycle proteins","1.721e-03","76","Anapc2, Ccna2, Cdc14a, Cdc27, Cdk1, Cdk2, Cul1, Fzr1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Pttg1, Ubc"
"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins","1.721e-03","67","Anapc2, Ccna2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Pttg1, Ubc"
"Interleukin-1 signaling","1.721e-03","93","Hmgb1, Il1r1, Lrrc14, Map3k8, Myd88, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Sqstm1, Tab2, Tollip, Ubc, Ube2v1, Usp18"
"Regulation of mitotic cell cycle","1.721e-03","76","Anapc2, Ccna2, Cdc14a, Cdc27, Cdk1, Cdk2, Cul1, Fzr1, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Pttg1, Ubc"
"Cytokine Signaling in Immune system","1.766e-03","315","Akt1, Arih1, Atf1, Csf1, Ddx58, Dusp4, Eif4e, Eif4g1, Eif4g3, Elob, Fos, Foxo3, Grb2, Ifngr1, Ifnlr1, Il1r1, Il33, Il6ra, Inppl1, Irf9, Irs2, Isg15, Jak3, Jun, Kras, Lrrc14, Ltbr, Map2k3, Map3k14, Map3k8, Mapk1, Mapk3, Mapk8, Mapkapk2, Myd88, Nedd4, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Pik3cb, Pik3r2, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ptk2b, Ptpn2, Socs1, Socs5, Socs6, Sqstm1, Stat3, Stx4a, Tnfrsf12a, Tnfrsf1a, Tnfsf9, Tollip, Traf3, Trim25, Tyk2, Ubc, Ube2l6, Ube2m, Ube2v1, Usp18, Ywhaz"
"Signaling by NTRK1 (TRKA)","1.766e-03","58","Ap2b1, Ap2s1, Atf1, Chd4, Cltc, Dusp4, Frs2, Grb2, Irs2, Kidins220, Kras, Map2k1, Map2k2, Mapk1, Mapk3, Mapkapk2, Pik3cb, Pik3r2, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ralgds, Rap1a, Rhoa, Sh3gl2, Shc1, Srf, Ywhab"
"Transcriptional regulation by RUNX2","1.766e-03","57","Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Interleukin-1 family signaling","1.848e-03","102","Hmgb1, Il1r1, Il33, Lrrc14, Map3k8, Mapk8, Myd88, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Sqstm1, Stat3, Tab2, Tollip, Ubc, Ube2v1, Usp18"
"APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint","1.942e-03","65","Ccna2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Signaling by TGF-beta Receptor Complex","1.959e-03","62","Ccnc, Ccnt1, Cdk8, Cdk9, E2f5, F11r, Fkbp1a, Furin, Itgb1, Itgb5, Ltbp3, Ltbp4, Mapk1, Mapk3, Men1, Mtmr4, Nedd8, Pard3, Ppm1a, Rhoa, Smad3, Smad7, Smurf1, Snw1, Sp1, Strap, Tgfb1, Ubc, Ube2m, Wwtr1"
"TNFR2 non-canonical NF-kB pathway","1.959e-03","76","Ltbr, Map3k14, Nfkb2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Tnfrsf12a, Tnfrsf1a, Tnfsf9, Traf3, Ubc, Ube2m"
"Transcriptional regulation by RUNX1","2.074e-03","116","Arid1a, Arid1b, Ash2l, Cbx2, Ccnd3, Csnk2a1, Csnk2b, H3f3a, Phc1, Phc2, Pml, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Setd1b, Smarcd3, Smarce1, Ubc, Zfpm1"
"ABC-family proteins mediated transport","2.574e-03","85","Abcb6, Abcb8, Abcd3, Apoa1, Derl2, Eif2s1, Eif2s3x, Erlin2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc, Vcp"
"RAF-independent MAPK1/3 activation","2.626e-03","20","Cdk1, Dusp1, Dusp10, Dusp16, Dusp4, Dusp5, Il6ra, Map2k1, Map2k2, Mapk1, Mapk3, Pea15a, Tyk2"
"Selective autophagy","2.626e-03","56","Csnk2a1, Csnk2b, Dync1i2, Dynll1, Dynll2, Map1lc3a, Map1lc3b, Mfn2, Park7, Pex5, Sqstm1, Src, Tomm22, Tomm40, Tomm5, Tomm6, Tuba1c, Tuba4a, Tubb2a, Tubb4b, Ubc, Ube2v1, Ulk1, Vim"
"MyD88 dependent cascade initiated on endosome","2.781e-03","72","Atf1, Dusp4, Fos, Hmgb1, Irf7, Jun, Lrrc14, Map2k3, Map3k8, Mapk1, Mapk3, Mapk8, Mapkapk2, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Tab2, Ticam1, Ubc, Ube2v1, Usp18"
"Toll Like Receptor 7/8 (TLR7/8) Cascade","2.781e-03","72","Atf1, Dusp4, Fos, Hmgb1, Irf7, Jun, Lrrc14, Map2k3, Map3k8, Mapk1, Mapk3, Mapk8, Mapkapk2, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Tab2, Ticam1, Ubc, Ube2v1, Usp18"
"SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription","3.233e-03","21","Ccnc, Ccnt1, Cdk8, Cdk9, E2f5, Mapk1, Mapk3, Men1, Smad3, Smad7, Sp1, Ubc, Wwtr1"
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","3.254e-03","24","Eif1ax, Eif2s1, Eif2s3x, Eif3c, Eif3d, Eif3g, Eif3k, Eif3l, Eif4a1, Eif4b, Eif4e, Eif4ebp1, Eif4g1, Eif4h, Pabpc1"
"G1/S Transition","3.254e-03","95","Akt1, Ccna2, Cdk2, Cdkn1a, Cdkn1b, Cdt1, Cul1, Mcm3, Pole4, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Prim2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ubc, Wee1"
"Signaling by Interleukins","3.358e-03","219","Atf1, Csf1, Dusp4, Fos, Grb2, Hmgb1, Ifnlr1, Il13ra1, Il1r1, Il33, Il6ra, Inppl1, Irs2, Jak3, Jun, Lrrc14, Map2k3, Map3k8, Mapk1, Mapk3, Mapk8, Mapkapk2, Myd88, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Pik3cb, Pik3r2, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Ptk2b, Socs1, Socs5, Sqstm1, Stat3, Stx4a, Tab2, Tollip, Tyk2, Ubc, Ube2v1, Usp18, Ywhaz"
"MET activates PTK2 signaling","3.475e-03","20","Col1a1, Col1a2, Col24a1, Col3a1, Col5a3, Fn1, Itga2, Ptk2"
"RHO GTPases activate IQGAPs","3.475e-03","25","Actg1, Calm1, Calm2, Cdc42, Cdh1, Ctnna1, Iqgap2, Men1, Rac1, Tuba1c, Tuba4a, Tubb2a, Tubb4b"
"Neddylation","3.545e-03","197","Ankrd9, Commd4, Commd6, Commd9, Cops4, Cops6, Cops7a, Dcaf11, Dcaf7, Dcun1d1, Elob, Epas1, Fbxl12, Fbxl14, Fbxl8, Fbxo32, Fbxo44, Fbxo6, Fbxo7, Kbtbd7, Kctd6, Klhl21, Klhl9, Lmo7, Nedd8, Nfe2l2, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Socs5, Socs6, Spsb2, Spsb3, Tulp4, Ubc, Ube2m, Uchl3, Vcp"
"Cap-dependent Translation Initiation","3.591e-03","31","Eif1ax, Eif2b5, Eif2s1, Eif2s3x, Eif3c, Eif3d, Eif3g, Eif3k, Eif3l, Eif4a1, Eif4b, Eif4e, Eif4ebp1, Eif4g1, Eif4h, Eif5, Eif5b, Pabpc1"
"Eukaryotic Translation Initiation","3.591e-03","31","Eif1ax, Eif2b5, Eif2s1, Eif2s3x, Eif3c, Eif3d, Eif3g, Eif3k, Eif3l, Eif4a1, Eif4b, Eif4e, Eif4ebp1, Eif4g1, Eif4h, Eif5, Eif5b, Pabpc1"
"Antiviral mechanism by IFN-stimulated genes","3.760e-03","29","Arih1, Ddx58, Eif4e, Eif4g1, Eif4g3, Isg15, Mapk3, Nedd4, Trim25, Ube2l6, Usp18"
"GTP hydrolysis and joining of the 60S ribosomal subunit","3.760e-03","24","Eif1ax, Eif2s1, Eif2s3x, Eif3c, Eif3d, Eif3g, Eif3k, Eif3l, Eif4a1, Eif4b, Eif4e, Eif4g1, Eif4h, Eif5, Eif5b"
"Intra-Golgi and retrograde Golgi-to-ER traffic","3.760e-03","160","Arcn1, Arf1, Arf3, Arf4, Arf5, Capzb, Copa, Copb1, Cope, Copg1, Copz1, Cyth1, Cyth2, Dctn3, Dctn5, Dctn6, Dync1i2, Dynll1, Dynll2, Galnt1, Galnt2, Igf2r, Kdelr2, Kif13b, Kif16b, Kif1c, Klc4, Napg, Pla2g6, Rab18, Rab1a, Rab1b, Rab43, Rabepk, Stx6, Surf4, Sys1, Tmed10, Tmed2, Tmed7, Tmed9, Tuba1c, Tuba4a, Tubb2a, Tubb4b, Usp6nl, Vamp3, Zw10"
"MyD88:MAL(TIRAP) cascade initiated on plasma membrane","3.760e-03","68","Atf1, Dusp4, Fos, Hmgb1, Jun, Lrrc14, Map2k3, Map3k8, Mapk1, Mapk3, Mapk8, Mapkapk2, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Tab2, Tirap, Ubc, Ube2v1, Usp18"
"Switching of origins to a post-replicative state","3.760e-03","80","Anapc2, Anapc7, Ccna2, Cdc27, Cdk2, Cdt1, Cul1, Fzr1, Mcm3, Mcm7, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd11, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Toll Like Receptor 2 (TLR2) Cascade","3.760e-03","68","Atf1, Dusp4, Fos, Hmgb1, Jun, Lrrc14, Map2k3, Map3k8, Mapk1, Mapk3, Mapk8, Mapkapk2, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Tab2, Tirap, Ubc, Ube2v1, Usp18"
"Toll Like Receptor TLR1:TLR2 Cascade","3.760e-03","68","Atf1, Dusp4, Fos, Hmgb1, Jun, Lrrc14, Map2k3, Map3k8, Mapk1, Mapk3, Mapk8, Mapkapk2, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Tab2, Tirap, Ubc, Ube2v1, Usp18"
"Toll Like Receptor TLR6:TLR2 Cascade","3.760e-03","68","Atf1, Dusp4, Fos, Hmgb1, Jun, Lrrc14, Map2k3, Map3k8, Mapk1, Mapk3, Mapk8, Mapkapk2, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Tab2, Tirap, Ubc, Ube2v1, Usp18"
"Assembly of the pre-replicative complex","3.896e-03","76","Anapc2, Anapc7, Cdc27, Cdt1, Fzr1, Kpnb1, Mcm3, Mcm7, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd11, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Psmf1, Ubc"
"Negative regulation of MAPK pathway","3.896e-03","37","Brap, Dusp1, Dusp10, Dusp4, Dusp5, Kras, Map2k1, Map2k2, Mapk1, Mapk3, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Ptpn3, Raf1, Ubc, Ywhab"
"RHO GTPases activate PKNs","3.896e-03","21","Ppp1cb, Ppp1r12a, Rac1, Rhoa, Rhob, Sfn, Ywhab, Ywhah, Ywhaz"
"Transcriptional Regulation by TP53","3.896e-03","263","Akt1, Brpf1, Brpf3, Ccna2, Ccnt1, Cdk1, Cdk12, Cdk2, Cdk9, Cdkn1a, Cdkn1b, Chd4, Cnot2, Cnot6, Cox14, Cox19, Cox4i1, Cox5a, Cox6a1, Cox6b1, Cox7a2l, Cox7b, Cox7c, Cox8a, Csnk2a1, Csnk2b, Daxx, Dyrk2, Ehmt2, Ell, Eloa, Elob, Ercc3, G6pdx, Gatad2a, Gpx2, Gsr, Hdac2, Lamtor2, Lamtor3, Mapkap1, Nelfa, Nelfb, Nelfe, Npm1, Pip4k2c, Pml, Polr2a, Polr2f, Ppp1r13l, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Prdx1, Prdx2, Prdx5, Prelid1, Prkag1, Rbbp4, Rheb, Rmi1, Rraga, Rragc, Sco2, Sfn, Ssrp1, Stk11, Supt5, Taf11, Taf12, Tigar, Tnks1bp1, Triap1, Trp53bp2, Trp53inp1, Txn1, Ubc, Ywhab, Ywhah, Ywhaz"
"Lysosome Vesicle Biogenesis","4.002e-03","30","Ap1b1, Ap1g1, Ap1g2, Arf1, Chmp2a, Cltb, Cltc, Ctsz, Hspa8, Sh3gl2, Txndc5, Vamp8"
"L13a-mediated translational silencing of Ceruloplasmin expression","4.185e-03","23","Eif1ax, Eif2s1, Eif2s3x, Eif3c, Eif3d, Eif3g, Eif3k, Eif3l, Eif4a1, Eif4b, Eif4e, Eif4g1, Eif4h, Pabpc1"
"Translation initiation complex formation","4.185e-03","23","Eif1ax, Eif2s1, Eif2s3x, Eif3c, Eif3d, Eif3g, Eif3k, Eif3l, Eif4a1, Eif4b, Eif4e, Eif4g1, Eif4h, Pabpc1"
"Class A/1 (Rhodopsin-like receptors)","4.365e-03","136","Ackr2, Ackr3, Adora1, Adora2a, Adora2b, Adrb3, Apln, Aplnr, Avpr1a, Bdkrb2, C3ar1, C5ar1, C5ar2, Cck, Ccl12, Ccl17, Ccl25, Ccl3, Ccl5, Ccl7, Ccl9, Ccr4, Ccr5, Chrm2, Cxcl1, Cxcl12, Cxcl13, Cxcl2, Cxcl3, Cxcl5, Cxcl9, Cxcr3, Cxcr4, Cysltr1, Drd1, Edn2, Ednra, Ffar2, Galr1, Gnrh1, Gper1, Gpr132, Gpr18, Gpr183, Gpr55, Gpr65, Gpr68, Hc, Hebp1, Hrh2, Htr6, Lpar6, Ltb4r1, Mc5r, Mchr1, Mtnr1a, Nln, Nmur1, Nps, Npy5r, Oprd1, P2ry1, P2ry12, P2ry2, P2ry6, Penk, Pf4, Plppr2, Plppr3, Ppbp, Prokr2, Ptafr, Ptger1, Ptger2, Ptgir, Rxfp4, S1pr3, S1pr4, S1pr5, Sstr1, Tac1, Tacr1, Tacr2"
"Sulfur amino acid metabolism","4.548e-03","20","Ethe1, Mpst, Slc25a10, Sqor, Suox, Tst"
"EPHB-mediated forward signaling","4.661e-03","33","Actg1, Actr2, Actr3, Arpc1b, Arpc5, Cdc42, Efnb1, Ephb3, Rac1, Rasa1, Rhoa, Src"
"Interleukin-17 signaling","4.901e-03","46","Atf1, Dusp4, Fos, Jun, Map2k3, Map3k8, Mapk1, Mapk3, Mapk8, Mapkapk2, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Tab2, Ubc, Ube2v1"
"MAP kinase activation","4.901e-03","46","Atf1, Dusp4, Fos, Jun, Map2k3, Map3k8, Mapk1, Mapk3, Mapk8, Mapkapk2, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Tab2, Ubc, Ube2v1"
"MyD88 cascade initiated on plasma membrane","4.901e-03","67","Atf1, Dusp4, Fos, Hmgb1, Jun, Lrrc14, Map2k3, Map3k8, Mapk1, Mapk3, Mapk8, Mapkapk2, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Tab2, Ubc, Ube2v1, Usp18"
"Toll Like Receptor 10 (TLR10) Cascade","4.901e-03","67","Atf1, Dusp4, Fos, Hmgb1, Jun, Lrrc14, Map2k3, Map3k8, Mapk1, Mapk3, Mapk8, Mapkapk2, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Tab2, Ubc, Ube2v1, Usp18"
"Toll Like Receptor 5 (TLR5) Cascade","4.901e-03","67","Atf1, Dusp4, Fos, Hmgb1, Jun, Lrrc14, Map2k3, Map3k8, Mapk1, Mapk3, Mapk8, Mapkapk2, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Tab2, Ubc, Ube2v1, Usp18"
"Toll Like Receptor 9 (TLR9) Cascade","4.901e-03","76","Atf1, Dusp4, Fos, Hmgb1, Irf7, Jun, Lrrc14, Map2k3, Map3k8, Mapk1, Mapk3, Mapk8, Mapkapk2, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Pik3c3, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Tab2, Ticam1, Ubc, Ube2v1, Usp18"
"Mitophagy","5.165e-03","26","Csnk2a1, Csnk2b, Map1lc3a, Map1lc3b, Mfn2, Sqstm1, Src, Tomm22, Tomm40, Tomm5, Tomm6, Ubc, Ulk1"
"trans-Golgi Network Vesicle Budding","5.243e-03","64","Ap1b1, Ap1g1, Ap1g2, Arf1, Bloc1s4, Bloc1s6, Chmp2a, Cltb, Cltc, Cpd, Ctsz, Hip1r, Hspa8, Igf2r, Pik3c2a, Rab5c, Sh3gl2, Snx2, Snx9, Stx4a, Tgoln1, Tpd52, Txndc5, Vamp8"
"Ribosomal scanning and start codon recognition","5.257e-03","23","Eif1ax, Eif2s1, Eif2s3x, Eif3c, Eif3d, Eif3g, Eif3k, Eif3l, Eif4a1, Eif4b, Eif4e, Eif4g1, Eif4h, Eif5"
"COPI-dependent Golgi-to-ER retrograde traffic","5.496e-03","79","Arcn1, Arf1, Arf3, Arf4, Arf5, Copa, Copb1, Cope, Copg1, Copz1, Kdelr2, Kif13b, Kif16b, Kif1c, Klc4, Napg, Rab1a, Rab1b, Surf4, Tmed10, Tmed2, Tmed7, Tmed9, Tuba1c, Tuba4a, Tubb2a, Tubb4b, Zw10"
"Deubiquitination","5.496e-03","212","Abraxas2, Actg1, Asxl2, Babam1, Becn1, Brcc3, Ccna2, Ddx58, Fkbp8, Il33, Ino80c, Mbd6, Myc, Nedd8, Nfkbia, Otud7b, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rhoa, Siah2, Smad3, Smad7, Stam2, Tnip1, Tnks, Traf3, Ubc, Uchl3, Usp15, Usp18, Usp21, Usp47, Usp48, Vcp, Vdac3, Wdr20, Yod1, Yy1"
"Mitotic Metaphase and Anaphase","5.496e-03","191","Ccnb2, Cenpa, Cenpc1, Chmp2a, Chmp2b, Chmp3, Chmp4b, Chmp4c, Dync1i2, Dynll1, Dynll2, Ist1, Lmna, Lmnb1, Mapre1, Ndel1, Pom121, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma4, Psma6, Psma7, Psmb2, Psmb3, Psmb4, Psmb5, Psmb6, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd10, Psmd13, Psmd14, Psmd3, Psmd4, Psmd6, Psmd8, Psme2b, Psme3, Psmf1, Rad21, Rangap1, Rbm39, Spc24, Tuba1c, Tuba4a, Tubb2a, Tubb4b, Ubc, Zw10"
"Cellular Senescence","5.607e-03","74","Anapc2, Ccna2, Cdc27, Cdk2, Cdkn1a, Cdkn1b, Cdkn2b, Cebpb, Ehmt2, Ep400, Ets2, Fos, Fzr1, H1f0, Jun, Kdm6b, Lmnb1, Map2k3, Mapk1, Mapk3, Mapk8, Mapkapk2, Rbbp4, Txn1, Ubc, Ubn1"
"L1CAM interactions","5.607e-03","54","Actg1, Ap2s1, Cltc, Csnk2a1, Csnk2b, Ezr, Itga5, Itgb1, Lypla2, Map2k1, Map2k2, Mapk1, Mapk3, Rac1, Sdcbp, Sh3gl2, Src, Tuba1c, Tuba4a, Tubb2a, Tubb4b"
