"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"SCF(Skp2)-mediated degradation of p27/p21","4.788e-04","55","Ccna2, Cdk2, Cdk4, Cdkn1a, Cdkn1b, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Ubc"
"Cellular Senescence","4.944e-04","76","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Ccna2, Cdc26, Cdc27, Cdk2, Cdk4, Cdk6, Cdkn1a, Cdkn1b, Cdkn2b, Cebpb, Ehmt2, Ep400, Erf, Ets1, Ets2, Fos, Fzr1, H1f0, Jun, Kat5, Kdm6b, Lmnb1, Mapkapk2, Rbbp4, Rbbp7, Txn1, Ubc, Ube2c, Ube2d1, Ubn1"
"Transcriptional regulation by RUNX1","5.237e-04","116","Abl1, Arid1b, Bmi1, Cbx4, Ccnd2, Ccnd3, Cdk6, Cdk7, Csnk2b, Ctsl, Elf1, Elf2, H3f3a, H3f3b, Phc2, Phc3, Pml, Prmt1, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Ptpn11, Sin3b, Smarca4, Smarce1, Ubc"
"Complex I biogenesis","5.284e-04","48","Ndufa10, Ndufa12, Ndufa13, Ndufa2, Ndufa3, Ndufa6, Ndufa8, Ndufab1, Ndufaf2, Ndufaf3, Ndufb10, Ndufb2, Ndufb5, Ndufb6, Ndufb7, Ndufb8, Ndufc1, Ndufc2, Ndufs1, Ndufs2, Ndufs3, Ndufs6, Ndufs7, Ndufs8, Ndufv1, Ndufv2, Ndufv3"
"Ribosomal scanning and start codon recognition","5.284e-04","24","Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3f, Eif3h, Eif3i, Eif3l, Eif4a1, Eif4b, Eif4e, Eif4g1, Eif5"
"p53-Dependent G1 DNA Damage Response","5.284e-04","58","Ccna2, Cdk2, Cdkn1a, Cdkn1b, Cop1, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Psme4, Trp53, Ubc"
"p53-Dependent G1/S DNA damage checkpoint","5.284e-04","58","Ccna2, Cdk2, Cdkn1a, Cdkn1b, Cop1, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Psme4, Trp53, Ubc"
"Transcriptional Regulation by TP53","5.535e-04","266","Bax, Ccna2, Ccnt2, Cdk2, Cdk7, Cdk9, Cdkn1a, Cdkn1b, Chd4, Cnot1, Cnot6, Cnot9, Cox14, Cox5a, Cox6a1, Cox6b1, Cox7a2l, Cox7c, Cox8a, Csnk2b, Ddit4, Dyrk2, Ehmt2, Ell, Elob, Gatad2a, Gls, Gpx2, Gsr, Gtf2f1, Gtf2f2, Hipk1, Kat5, Lamtor2, Lamtor3, Mtor, Nelfa, Nelfe, Npm1, Pdpk1, Pip4k2c, Pip4p1, Pml, Polr2e, Polr2f, Polr2h, Ppp1r13l, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Prdx1, Prdx2, Prdx5, Prkaa1, Rbbp4, Rbbp7, Sfn, Sgk1, Supt16, Supt4a, Supt5, Surf1, Taf1, Taf10, Taf11, Taf7, Tnks1bp1, Txn1, Ubc, Usp7, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq, Ywhaz"
"Gap junction trafficking","5.842e-04","26","Actg1, Ap2m1, Cltb, Cltc, Gja1, Gjb1, Gjb4, Tuba1a, Tuba1c, Tubb2a, Tubb2b, Tubb4b, Tubb6"
"Formation of the cornified envelope","5.977e-04","37","Dsc2, Dsg2, Dsp, Evpl, Jup, Kazn, Krt14, Krt15, Krt18, Krt19, Krt20, Krt5, Krt7, Krt8, Krt80, Perp, Pkp1, Pkp3, Pkp4, Ppl, Tgm1"
"G1/S DNA Damage Checkpoints","6.347e-04","60","Ccna2, Cdk2, Cdkn1a, Cdkn1b, Cop1, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Psme4, Trp53, Ubc"
"Axon guidance","6.763e-04","208","Abl1, Actg1, Actr2, Ap2a1, Ap2m1, Ap2s1, Aph1a, Arhgef7, Arpc1a, Arpc1b, Arpc2, Arpc3, Cltc, Col3a1, Col5a1, Creb1, Csnk2b, Dag1, Dok4, Efna1, Efna5, Efnb2, Egfr, Enah, Epha1, Ephb2, Ephb4, Ezr, Frs2, Git1, Gpc1, Grb2, Hras, Hsp90aa1, Hsp90ab1, Irs2, Itga5, Itgb1, Kras, Map2k2, Msn, Nck2, Pak2, Pfn1, Pik3ca, Pik3cb, Pip5k1c, Plxna1, Plxna2, Prkaca, Psenen, Rac1, Rhoa, Rhob, Rock1, Rock2, Rras, Sdcbp, Sema3e, Sema4d, Shc1, Sptbn2, Tln1, Trio, Tuba1a, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc, Usp33, Vasp, Yes1"
"L13a-mediated translational silencing of Ceruloplasmin expression","6.763e-04","24","Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3e, Eif3f, Eif3h, Eif3i, Eif3l, Eif4a1, Eif4b, Eif4e, Eif4g1, Pabpc1"
"Translation initiation complex formation","6.763e-04","24","Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3e, Eif3f, Eif3h, Eif3i, Eif3l, Eif4a1, Eif4b, Eif4e, Eif4g1, Pabpc1"
"Negative regulation of MAPK pathway","7.251e-04","38","Dusp10, Dusp5, Dusp6, Dusp7, Dusp9, Hras, Map2k2, Pebp1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Ubc, Ywhab"
"RAF activation","7.450e-04","32","Calm1, Calm2, Calm3, Hras, Map2k2, Map3k11, Ppp1cb, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Ywhab"
"GTP hydrolysis and joining of the 60S ribosomal subunit","7.575e-04","25","Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3f, Eif3h, Eif3i, Eif3l, Eif4a1, Eif4b, Eif4e, Eif4g1, Eif5"
"DNA Replication Pre-Initiation","7.905e-04","92","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Cdc26, Cdc27, Cdk2, Fzr1, Gmnn, Kpnb1, Mcm6, Pole4, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Ubc, Ube2c, Ube2d1, Ube2s"
"Asymmetric localization of PCP proteins","8.245e-04","56","Fzd7, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Smurf1, Ubc"
"FOXO-mediated transcription","8.718e-04","20","Atxn3, Foxo3, Foxo4, Sfn, Smad3, Ywhab, Ywhag, Ywhaq, Ywhaz"
"Gap junction trafficking and regulation","9.094e-04","28","Actg1, Ap2m1, Cltb, Cltc, Gja1, Gjb1, Gjb4, Tuba1a, Tuba1c, Tubb2a, Tubb2b, Tubb4b, Tubb6"
"RHOG GTPase cycle","9.649e-04","65","Arfgap3, Arhgdia, Arhgef5, Cav1, Cdc42ep1, Cyfip1, Dock5, Dsg2, Itgb1, Lbr, Letm1, Lman1, Map3k11, Pak2, Pgrmc2, Plekhg3, Prex1, Rab7, Rhog, Shmt2, Trio, Vangl1, Ykt6"
"Nervous system development","1.004e-03","209","Abl1, Actg1, Actr2, Ap2a1, Ap2m1, Ap2s1, Aph1a, Arhgef7, Arpc1a, Arpc1b, Arpc2, Arpc3, Cltc, Col3a1, Col5a1, Creb1, Csnk2b, Dag1, Dok4, Efna1, Efna5, Efnb2, Egfr, Enah, Epha1, Ephb2, Ephb4, Ezr, Frs2, Git1, Gpc1, Grb2, Hras, Hsp90aa1, Hsp90ab1, Irs2, Itga5, Itgb1, Kras, Map2k2, Msn, Nck2, Pak2, Pfn1, Pik3ca, Pik3cb, Pip5k1c, Plxna1, Plxna2, Prkaca, Psenen, Rac1, Rhoa, Rhob, Rock1, Rock2, Rras, Sdcbp, Sema3e, Sema4d, Shc1, Sptbn2, Tln1, Trio, Tuba1a, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc, Usp33, Vasp, Yes1"
"O-glycosylation of TSR domain-containing proteins","1.071e-03","21","Adamts10, Adamts15, Adamts17, Adamts19, Adamts2, Adamts4, Adamts5, Adamtsl1, Spon1, Thsd1, Thsd7a"
"TCF dependent signaling in response to WNT","1.115e-03","130","Axin1, Bcl9l, Cav1, Ctnnb1, Kremen1, Lrp5, Men1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r5b, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Pygo2, Smarca4, Sox4, Tnks, Ubc, Xpo1"
"RUNX1 regulates transcription of genes involved in differentiation of HSCs","1.169e-03","57","Abl1, Cdk7, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ubc"
"Cross-presentation of soluble exogenous antigens (endosomes)","1.261e-03","44","Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3"
"L1CAM interactions","1.270e-03","53","Actg1, Ap2a1, Ap2m1, Ap2s1, Cltc, Csnk2b, Egfr, Ezr, Itga5, Itgb1, Map2k2, Msn, Rac1, Sdcbp, Sptbn2, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Vav2"
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC","1.354e-03","26","B2m, Bcap31, Calr, Canx, H2-K1, H2-Q6, Hspa5, Pdia3, Sec23a, Sec24b, Tap1, Tap2, Tapbp"
"COPI-dependent Golgi-to-ER retrograde traffic","1.388e-03","81","Arcn1, Arf1, Arf4, Arf5, Arfgap2, Arfgap3, Copa, Copb1, Copb2, Cope, Kdelr2, Kif13b, Kif18b, Kif20a, Kif2c, Napa, Rab1a, Rab1b, Racgap1, Tmed2, Tmed7, Tmed9, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Use1"
"HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand","1.388e-03","43","Capzb, Dctn3, Dnaja2, Dync1li1, Dync1li2, Dynll2, Fkbp4, Hsp90aa1, Hsp90ab1, Hspa1a, Hspa1b, Hspa8, Ptges3, Stip1, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6"
"Interleukin-1 signaling","1.445e-03","94","N4bp1, Nfkb1, Nfkb2, Nfkbib, Nkiras2, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rela, Sqstm1, Tab2, Ubc, Ube2n, Usp14, Usp18"
"Factors involved in megakaryocyte development and platelet production","1.600e-03","94","Ak3, Capzb, Dock11, Dock5, Ehd1, Gata5, H3f3a, H3f3b, Itpk1, Jmjd1c, Kif13b, Kif20a, Kif2c, Maff, Mafk, Mfn2, Prkaca, Prkar1a, Rab5a, Rac1, Racgap1, Tuba1a, Tuba1c, Tubb2a, Tubb2b, Tubb4b, Tubb6"
"mRNA Splicing - Minor Pathway","1.600e-03","45","Ddx42, Gtf2f1, Gtf2f2, Ncbp1, Polr2e, Polr2f, Polr2h, Polr2i, Prpf8, Sf3b2, Sf3b5, Sf3b6, Snrnp35, Snrpd1, Snrpd2, Snrpf, Srsf2, Txnl4a, Ybx1"
"Hedgehog 'off' state","2.023e-03","89","Prkaca, Prkar1a, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmc2, Psmc3, Psmc4, Psmc5, Psmd13, Psmd3, Psmd6, Psme3, Ptch1, Tuba1a, Tuba1c, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc"
"Hedgehog 'on' state","2.324e-03","71","Grk2, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ptch1, Smurf1, Ubc"
"Keratinization","2.324e-03","38","Dsc2, Dsg2, Dsp, Evpl, Jup, Kazn, Krt14, Krt15, Krt18, Krt19, Krt20, Krt5, Krt7, Krt8, Krt80, Perp, Pkp1, Pkp3, Pkp4, Ppl, Tgm1"
"Regulation of RAS by GAPs","2.324e-03","60","Dab2ip, Hras, Kras, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Rasa2, Ubc"
"Regulation of APC/C activators between G1/S and early anaphase","2.365e-03","29","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Ccna2, Cdc20, Cdc26, Cdc27, Cdk2, Fzr1, Plk1, Ubc, Ube2c, Ube2d1, Ube2s"
"Orc1 removal from chromatin","2.443e-03","63","Ccna2, Cdk2, Mcm6, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ubc"
"Synthesis of active ubiquitin: roles of E1 and E2 enzymes","2.603e-03","27","Cdc34, Uba1, Uba6, Ubc, Ube2a, Ube2b, Ube2c, Ube2d1, Ube2d2a, Ube2k, Ube2l3, Ube2q2, Ube2r2, Ube2s, Ube2z, Usp5, Usp7"
"ABC-family proteins mediated transport","2.645e-03","83","Abca7, Abcb6, Abcc3, Abcd3, Abcf1, Cftr, Derl2, Eif2s1, Erlin2, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rnf5, Sel1l, Ubc, Vcp"
"RHO GTPases Activate WASPs and WAVEs","2.690e-03","26","Abi1, Abl1, Actg1, Actr2, Arpc1a, Arpc1b, Arpc2, Arpc3, Baiap2, Brk1, Cyfip1, Grb2, Rac1"
"Cap-dependent Translation Initiation","2.918e-03","32","Eif2b4, Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3e, Eif3f, Eif3h, Eif3i, Eif3l, Eif4a1, Eif4b, Eif4e, Eif4ebp1, Eif4g1, Eif5, Pabpc1"
"Eukaryotic Translation Initiation","2.918e-03","32","Eif2b4, Eif2s1, Eif3a, Eif3b, Eif3c, Eif3d, Eif3e, Eif3f, Eif3h, Eif3i, Eif3l, Eif4a1, Eif4b, Eif4e, Eif4ebp1, Eif4g1, Eif5, Pabpc1"
"Intra-Golgi and retrograde Golgi-to-ER traffic","2.978e-03","163","Arcn1, Arf1, Arf4, Arf5, Arfgap2, Arfgap3, Arfip2, Bet1l, Capzb, Cog8, Copa, Copb1, Copb2, Cope, Cyth3, Dctn3, Dctn6, Dync1li1, Dync1li2, Dynll2, Galnt2, Kdelr2, Kif13b, Kif18b, Kif20a, Kif2c, M6pr, Napa, Pafah1b1, Pafah1b2, Pafah1b3, Rab18, Rab1a, Rab1b, Rab6a, Rab9, Racgap1, Rgp1, Stx6, Sys1, Tgoln1, Tmed2, Tmed7, Tmed9, Tmf1, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6, Use1, Usp6nl, Ykt6"
"Formation of RNA Pol II elongation complex ","3.421e-03","53","Ccnt1, Ccnt2, Cdc73, Cdk7, Cdk9, Eaf1, Ell, Elob, Gtf2f1, Gtf2f2, Mllt1, Ncbp1, Nelfa, Nelfe, Polr2e, Polr2f, Polr2h, Polr2i, Ssrp1, Supt16, Supt4a, Supt5, Tcea1"
"RNA Polymerase II Transcription Elongation","3.421e-03","53","Ccnt1, Ccnt2, Cdc73, Cdk7, Cdk9, Eaf1, Ell, Elob, Gtf2f1, Gtf2f2, Mllt1, Ncbp1, Nelfa, Nelfe, Polr2e, Polr2f, Polr2h, Polr2i, Ssrp1, Supt16, Supt4a, Supt5, Tcea1"
"Apoptotic cleavage of cellular proteins","3.569e-03","33","Acin1, Bcap31, Casp7, Ctnnb1, Dsg2, Dsp, Fnta, Gsn, Lmna, Lmnb1, Pkp1, Plec, Rock1, Vim"
"Cellular response to heat stress","3.569e-03","73","Aaas, Akt1s1, Bag3, Dnajb6, Eef1a1, Fkbp4, Hikeshi, Hsbp1, Hsf1, Hsp90aa1, Hsp90ab1, Hspa1a, Hspa1b, Hspa5, Hspa8, Hspa9, Hsph1, Mapkapk2, Mtor, Nup107, Nup62, Nup93, Pom121, Ptges3, St13, Vcp, Ywhae"
"Interleukin-1 family signaling","3.843e-03","102","Il33, N4bp1, Nfkb1, Nfkb2, Nfkbib, Nkiras2, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rela, Sqstm1, Tab2, Ubc, Ube2n, Usp14, Usp18"
"RHOC GTPase cycle","3.843e-03","64","Akap13, Arhgdia, Arhgef5, Cav1, Cavin1, Daam1, Flot2, Fmnl2, Iqgap3, Jup, Lbr, Lman1, Pkn1, Pkn3, Prex1, Racgap1, Rhoa, Rock1, Rock2, Vangl1"
"TNFR2 non-canonical NF-kB pathway","3.858e-03","74","Ltbr, Nfkb2, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Relb, Tnfrsf12a, Tnfrsf1a, Tnfsf9, Ubc, Ube2m"
"COPI-independent Golgi-to-ER retrograde traffic","4.090e-03","42","Capzb, Dctn3, Dctn6, Dync1li1, Dync1li2, Dynll2, Galnt2, Pafah1b1, Pafah1b2, Pafah1b3, Pla2g4a, Rab18, Rab6a, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6"
"Signaling by the B Cell Receptor (BCR)","4.272e-03","89","Calm1, Calm2, Calm3, Grb2, Hras, Itpr3, Nfkb1, Nfkbib, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rela, Ubc"
"APC-Cdc20 mediated degradation of Nek2A","4.390e-03","22","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Cdc20, Cdc26, Cdc27, Nek2, Ubc, Ube2c, Ube2d1, Ube2s"
"Regulation of actin dynamics for phagocytic cup formation","4.390e-03","43","Abi1, Abl1, Actg1, Actr2, Arpc1a, Arpc1b, Arpc2, Arpc3, Baiap2, Brk1, Cyfip1, Grb2, Hsp90aa1, Hsp90ab1, Myh9, Myo10, Myo1c, Myo5a, Nckap1, Rac1, Vav2"
"RNA Polymerase II Pre-transcription Events","4.447e-03","72","Ccnt2, Cdc73, Cdk7, Cdk9, Eaf1, Ell, Elob, Gtf2a1, Gtf2f1, Gtf2f2, Mllt1, Ncbp1, Nelfa, Nelfe, Polr2e, Polr2f, Polr2h, Supt16, Supt4a, Supt5, Taf1, Taf10, Taf11, Taf7"
"Antimicrobial peptides","4.530e-03","21","Defb1, Defb14, Lcn2, Ltf, Pglyrp4, Reg3b, Reg3g, S100a8, S100a9, Slc11a1"
"Synthesis of DNA","4.548e-03","108","Anapc1, Anapc11, Anapc16, Anapc4, Anapc7, Ccna2, Cdc26, Cdc27, Cdk2, Fzr1, Gins4, Gmnn, Mcm6, Pole4, Psma1, Psma4, Psma6, Psmb10, Psmb2, Psmb4, Psmb5, Psmb7, Psmb9, Psmc1, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd7, Psmd8, Psme3, Rfc1, Ubc, Ube2c, Ube2d1, Ube2s"
"Cyclin A/B1/B2 associated events during G2/M transition","4.575e-03","21","Ccna2, Cdk2, Cdk7, Plk1, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r2a, Xpo1"
"RHOH GTPase cycle","4.575e-03","29","Arhgdia, Cav1, Csk, Jup, Pak2, Rab7, Rock1, Rock2, Uaca, Vangl1, Vcp"
"Signaling by Hedgehog","4.602e-03","116","Derl2, Grk2, P4hb, Prkaca, Prkar1a, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmc2, Psmc3, Psmc4, Psmc5, Psmd13, Psmd3, Psmd6, Psme3, Ptch1, Sel1l, Tuba1a, Tuba1c, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc, Vcp"
"GPCR ligand binding","4.629e-03","125","C3ar1, Ccl12, Ccl5, Chrm2, Chrm3, Cmklr1, Cxcl1, Cxcl10, Cxcl2, Cxcr2, Edn1, Ffar2, Galr3, Glp1r, Gng8, Gngt2, Gnrh1, Gper1, Gpr132, Gpr183, Gpr4, Gpr68, Hcar2, Htr6, Kiss1r, Npy4r, Oprd1, P2ry1, Plppr3, Ptafr, Ptger1, Pth2r, S1pr1, S1pr2, S1pr4, Sct, Taar1"
"Mitophagy","4.637e-03","26","Mfn2, Sqstm1, Tomm20, Tomm22, Tomm40, Tomm6, Ubc, Vdac1"
"TP53 Regulates Transcription of DNA Repair Genes","4.834e-03","42","Ccnt1, Ccnt2, Cdk12, Cdk7, Cdk9, Ell, Elob, Gtf2f1, Gtf2f2, Nelfa, Nelfe, Polr2e, Polr2f, Polr2h, Polr2i, Ssrp1, Supt16, Supt4a, Supt5, Tcea1"
"Resolution of D-Loop Structures","5.107e-03","30","Atm, Brca2, Brip1, Eme1, Eme2, Exo1, Gen1, Nbn, Rad51b, Slx1b, Top3a, Wrn, Xrcc3"
"Resolution of D-loop Structures through Holliday Junction Intermediates","5.107e-03","30","Atm, Brca2, Brip1, Eme1, Eme2, Exo1, Gen1, Nbn, Rad51b, Slx1b, Top3a, Wrn, Xrcc3"
"Apoptosis","5.267e-03","85","Acin1, Bak1, Bax, Bcap31, Casp7, Ctnnb1, Dsg2, Dsp, Fnta, Gsn, Lmna, Lmnb1, Pkp1, Plec, Rock1, Sfn, Vim, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaq"
"Antigen processing-Cross presentation","5.840e-03","72","B2m, Calr, Cyba, H2-K1, H2-Q6, Pdia3, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Tap1, Tap2, Tapbp"
"Fanconi Anemia Pathway","6.222e-03","31","Atrip, Cenps, Dclre1b, Eme1, Eme2, Fan1, Fancb, Fancc, Fancd2, Fanci, Fancl, Fancm, Slx1b"
"Estrogen-dependent gene expression","6.849e-03","42","Cdk9, Fkbp4, Foxa1, Gtf2a1, Gtf2f1, Gtf2f2, H3f3a, H3f3b, Hsp90aa1, Hsp90ab1, Kat5, Polr2e, Polr2f, Polr2h, Prmt1, Ptges3"
"EGFR downregulation","6.946e-03","26","Areg, Arhgef7, Btc, Cbl, Egfr, Epn1, Ereg, Grb2, Hbegf, Spry2, Ubc"
"RHOU GTPase cycle","6.946e-03","33","Arhgef7, Cltc, Dlg5, Dst, Epha2, Git1, Grb2, Hgs, Iqgap1, Nck2, Pak2, Peak1, Ptk2b, Rhou, Sptbn1, Txnl1, Vangl1"
"G1/S Transition","7.024e-03","98","Ccna2, Cdk2, Cdk4, Cdk7, Cdkn1a, Cdkn1b, Gmnn, Mcm6, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Ubc"
"Mitotic G1 phase and G1/S transition","7.024e-03","122","Abl1, Ccna2, Ccnd2, Ccnd3, Cdk2, Cdk4, Cdk6, Cdk7, Cdkn1a, Cdkn1b, Cdkn2b, Gmnn, Lin54, Mcm6, Ppp2ca, Ppp2cb, Ppp2r1a, Ppp2r1b, Ppp2r2a, Psma1, Psma6, Psmb10, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmc4, Psmc5, Psmd11, Psmd12, Psmd13, Psmd3, Psmd6, Psmd8, Psme3, Rbbp4, Tfdp1, Ubc"
"Antiviral mechanism by IFN-stimulated genes","7.219e-03","29","Abce1, Eif4a1, Eif4a3, Eif4e, Eif4e2, Eif4g1, Eif4g3, Flnb, Irf3, Isg15, Mapk3, Oasl1, Plcg1, Ppm1b, Rnasel, Trim25, Ube2l6, Ube2n, Usp18"
"Sealing of the nuclear envelope (NE) by ESCRT-III","7.269e-03","22","Chmp2b, Chmp3, Chmp4b, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb2a, Tubb2b, Tubb4b, Tubb6"
"Apoptotic execution phase","7.270e-03","40","Acin1, Bcap31, Casp7, Ctnnb1, Dsg2, Dsp, Fnta, Gsn, Kpnb1, Lmna, Lmnb1, Pkp1, Plec, Rock1, Vim"
"Signaling by ERBB4","7.310e-03","27","Aph1a, Btc, Egfr, Ereg, Grb2, Hbegf, Hras, Kras, Nrg1, Pik3ca, Psenen, Shc1, Ubc, Wwox"
