"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"Platelet activation, signaling and aggregation","1.285e-02","239","Aamp, Abhd6, Actg1, Actn1, Adra2a, Akt1, Aldoa, Anxa5, Apbb1ip, Aplp2, Bcar1, Calm1, Calm2, Calm3, Cd9, Cdc42, Cfd, Chid1, Crk, Csk, Dagla, F13a1, F2, F2rl3, F5, Fgg, Gna11, Gnai1, Gnai2, Gnai3, Gnb1, Gnb2, Gng10, Gng11, Gng4, Gng5, Grb2, Lgals3bp, Maged2, Ola1, Pcdh7, Pik3ca, Pik3cg, Pik3r2, Pik3r5, Ppbp, Prkca, Prkcb, Prkcd, Pros1, Ptpn1, Ptpn11, Qsox1, Rac1, Rap1a, Rap1b, Rhoa, Rhob, Sccpdh, Scg3, Serpinf2, Sod1, Src, Sytl4, Tagln2, Tex264, Tgfb1, Timp1, Tln1, Tmsb4x, Tmx3, Trf, Tuba4a, Vcl, Vegfb, Vegfc, Wdr1, Ywhaz"
"Neddylation","1.303e-02","213","Asb6, Cand1, Ccdc22, Commd2, Cops2, Cops6, Cops8, Cul2, Cul5, Dcun1d2, Fbxl7, Fbxo2, Fbxo27, Fem1b, Hif1a, Kctd7, Klhl21, Lmo7, Nedd8, Nploc4, Psma1, Psma6, Psmb4, Psmb5, Psmb7, Psmb9, Psmc2, Psmc3, Psmd13, Psmd6, Psmd8, Psme2b, Rbbp7, Socs2, Socs6, Spsb1, Tulp4, Ubd, Ube2d1, Ube2d2a, Ube2m, Vcp"
"L1CAM interactions","1.340e-02","60","Actg1, Ap2b1, Ap2m1, Ap2s1, Cltc, Egfr, Fgfr1, Itga5, Itgb1, Lypla2, Map2k1, Map2k2, Msn, Ncam1, Rac1, Sdcbp, Sptbn2, Src, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb1, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6"
"Gap junction trafficking","1.348e-02","38","Actg1, Ap2m1, Cltb, Cltc, Gja1, Gjb1, Gjb4, Gjc2, Gjd4, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb1, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb4b, Tubb6"
"Gap junction assembly","1.374e-02","31","Gja1, Gjb1, Gjb4, Gjc2, Gjd4, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb1, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb4b, Tubb6"
"Signaling by Hedgehog","1.374e-02","131","Adcy3, Adcy7, Arrb1, Boc, Cdc73, Cul3, Derl2, Disp2, Evc2, Gsk3b, Ift122, Ift57, Intu, Numb, Ofd1, Os9, P4hb, Prkar1a, Prkar1b, Prkar2b, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ptch1, Rbx1, Sel1l, Smo, Smurf1, Spopl, Syvn1, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb1, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb4b, Tubb6, Ubc, Vcp"
"Signaling by NTRK1 (TRKA)","1.374e-02","60","Ap2b1, Ap2m1, Ap2s1, Braf, Chd4, Cltc, Crk, Dusp7, Frs2, Grb2, Hras, Irs1, Irs2, Kras, Map2k1, Map2k2, Mapk7, Mapkapk2, Ngf, Pik3ca, Pik3r2, Ppp2ca, Ppp2cb, Ppp2r1b, Ralgds, Rap1a, Rapgef1, Rhoa, Sgk1, Srf, Ywhab"
"Activation of kainate receptors upon glutamate binding","1.385e-02","28","Calm1, Calm2, Calm3, Dlg1, Dlg4, Gnb1, Gnb2, Gng10, Gng11, Gng4, Gng5, Grik3, Grik4, Grik5, Plcb3"
"Cell-Cell communication","1.385e-02","79","Actg1, Actn1, Arhgef6, Cd47, Cdh13, Col17a1, Ctnnd1, F11r, Flnc, Grb2, Ilk, Itga6, Itgb1, Itgb4, Jup, Kirrel2, Kirrel3, Krt14, Krt5, Nectin1, Nectin3, Pard6g, Parva, Plec, Prkci, Sdk1, Sftpd, Tesk1, Tyrobp, Vasp"
"Cyclin E associated events during G1/S transition ","1.416e-02","65","Akt1, Ccna1, Ccna2, Cdk7, Cdkn1b, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ubc, Wee1"
"Activation of the pre-replicative complex","1.552e-02","30","Cdc45, Cdc6, Cdc7, Dbf4, Mcm10, Mcm2, Mcm3, Mcm4, Mcm7, Orc1, Orc2, Orc3, Orc4, Orc5, Pola1, Pola2, Pole, Pole3, Pole4, Prim1, Prim2, Rpa1"
"Mitotic Anaphase","1.553e-02","207","Ahctf1, Anapc5, Bub1, Bub1b, Ccnb2, Cdc16, Cdc20, Cdc27, Cdca8, Cenpa, Cenpk, Cenpn, Cenpo, Cenpq, Chmp2b, Chmp4b, Chmp4c, Chmp7, Ckap5, Dync1h1, Dynll1, Dynll2, Espl1, Kif2c, Lmna, Lmnb1, Mad1l1, Mad2l1, Mapre1, Mis12, Ndc1, Nudc, Nuf2, Nup93, Pafah1b1, Plk1, Pom121, Ppp2ca, Ppp2cb, Ppp2r1b, Ppp2r2a, Ppp2r5a, Psma1, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Sgo2a, Sirt2, Spc24, Stag1, Sumo1, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb1, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb4b, Tubb6, Ubc, Ube2c, Ube2d1, Ube2s, Xpo1"
"Mitotic Metaphase and Anaphase","1.553e-02","208","Ahctf1, Anapc5, Bub1, Bub1b, Ccnb2, Cdc16, Cdc20, Cdc27, Cdca8, Cenpa, Cenpk, Cenpn, Cenpo, Cenpq, Chmp2b, Chmp4b, Chmp4c, Chmp7, Ckap5, Dync1h1, Dynll1, Dynll2, Espl1, Kif2c, Lmna, Lmnb1, Mad1l1, Mad2l1, Mapre1, Mis12, Ndc1, Nudc, Nuf2, Nup93, Pafah1b1, Plk1, Pom121, Ppp2ca, Ppp2cb, Ppp2r1b, Ppp2r2a, Ppp2r5a, Psma1, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Sgo2a, Sirt2, Spc24, Stag1, Sumo1, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb1, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb4b, Tubb6, Ubc, Ube2c, Ube2d1, Ube2s, Xpo1"
"Hedgehog 'off' state","1.586e-02","99","Adcy3, Adcy7, Gsk3b, Ift122, Ift57, Intu, Numb, Ofd1, Prkar1a, Prkar1b, Prkar2b, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ptch1, Rbx1, Smo, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb1, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb4b, Tubb6, Ubc"
"G1/S DNA Damage Checkpoints","1.599e-02","62","Ccna1, Ccna2, Cdkn1b, Chek1, Psma1, Psma6, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Trp53, Ubc"
"RHO GTPases activate PKNs","1.599e-02","21","Ar, Pkn3, Rac1, Rhoa, Rhob, Sfn, Ywhab, Ywhae, Ywhag, Ywhah, Ywhaz"
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC","1.657e-02","36","B2m, Calr, H2-K1, H2-M2, H2-M3, H2-Q6, H2-Q7, H2-T23, Sec24b, Tap1, Tap2, Tapbp"
"GPER1 signaling","1.657e-02","26","Gnas, Gnb1, Gnb2, Gng10, Gng11, Gng4, Gng5, Itga5, Itgb1, Prkar1b"
"Neurotransmitter receptors and postsynaptic signal transmission","1.657e-02","129","Adcy3, Ap2b1, Ap2m1, Calm1, Calm2, Calm3, Chrna1, Dlg1, Dlg4, Gabrg3, Gnai1, Gnai2, Gnai3, Gnb1, Gnb2, Gng10, Gng11, Gng4, Gng5, Gria4, Grik3, Grik4, Grik5, Kcnj16, Kcnj3, Plcb3, Prkar1a, Prkar1b, Prkar2b, Prkca, Prkcb, Tspan7"
"Stabilization of p53","1.657e-02","52","Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Trp53, Ubc"
"Cyclin A:Cdk2-associated events at S phase entry","1.666e-02","67","Akt1, Ccna1, Ccna2, Cdk7, Cdkn1b, Fzr1, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ubc, Wee1"
"FLT3 Signaling","1.734e-02","26","Akt1, Cbl, Cdkn1b, Csk, Grb2, Hras, Kras, Pik3ca, Ptprj, Sla, Socs2, Socs6, Ubc"
"Signaling by FGFR2","1.752e-02","57","Braf, Cbl, Fgf17, Fgf2, Fgf7, Fgfbp3, Frs2, Grb2, Gtf2f1, Hras, Kras, Ncbp1, Pik3ca, Polr2a, Polr2e, Polr2g, Polr2h, Polr2i, Polr2l, Ppp2ca, Ppp2cb, Ptpn11, Spry2, Src, Ubc"
"Interleukin-1 family signaling","1.820e-02","107","Casp1, Ctsg, Hmgb1, Il1rn, Il33, Irak4, Map3k7, Nfkb1, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Nlrx1, Peli2, Psma1, Psma6, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rela, Sqstm1, Tab2, Ubc, Ube2n, Usp18"
"Cross-presentation of soluble exogenous antigens (endosomes)","1.859e-02","48","Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3"
"p53-Dependent G1 DNA Damage Response","1.859e-02","60","Ccna1, Ccna2, Cdkn1b, Psma1, Psma6, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Trp53, Ubc"
"p53-Dependent G1/S DNA damage checkpoint","1.859e-02","60","Ccna1, Ccna2, Cdkn1b, Psma1, Psma6, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Trp53, Ubc"
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S","1.938e-02","25","Eif1ax, Eif2s3x, Eif3a, Eif3b, Eif3e, Eif3f, Eif3h, Eif3i, Eif3j1, Eif3k, Eif4a1, Eif4b, Eif4e, Eif4ebp1, Eif4g1, Pabpc1"
"PTEN Regulation","1.986e-02","106","Akt1, Bmi1, Cbx2, Cbx4, Cbx8, Chd4, Hdac2, Lamtor2, Lamtor3, Lamtor5, Maf1, Mbd3, Mta3, Otud3, Phc1, Phc2, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Rbbp4, Rbbp7, Rraga, Rragc, Suz12, Tnks, Tnks2, Ubc, Usp7, Xiap"
"Mitophagy","2.008e-02","26","Atg12, Map1lc3a, Map1lc3b, Mfn2, Mterf3, Pink1, Prkn, Sqstm1, Src, Tomm20, Tomm22, Tomm40, Tomm6, Tomm7, Ubc, Vdac1"
"G beta:gamma signalling through PI3Kgamma","2.051e-02","23","Akt1, Gnb1, Gnb2, Gng10, Gng11, Gng4, Gng5, Pik3cg, Pik3r5, Rhoa"
"Gap junction trafficking and regulation","2.140e-02","40","Actg1, Ap2m1, Cltb, Cltc, Gja1, Gjb1, Gjb4, Gjc2, Gjd4, Src, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb1, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb4b, Tubb6"
"RAS processing","2.140e-02","23","Abhd17a, Arl2, Calm1, Calm2, Calm3, Fntb, Golga7, Hras, Kras, Pde6d, Rce1, Ubc, Zdhhc9"
"L13a-mediated translational silencing of Ceruloplasmin expression","2.254e-02","24","Eif1ax, Eif2s3x, Eif3a, Eif3b, Eif3e, Eif3f, Eif3h, Eif3i, Eif3j1, Eif3k, Eif4a1, Eif4b, Eif4e, Eif4g1, Pabpc1"
"Translation initiation complex formation","2.254e-02","24","Eif1ax, Eif2s3x, Eif3a, Eif3b, Eif3e, Eif3f, Eif3h, Eif3i, Eif3j1, Eif3k, Eif4a1, Eif4b, Eif4e, Eif4g1, Pabpc1"
"Transmission across Chemical Synapses","2.298e-02","191","Adcy3, Aldh2, Ap2b1, Ap2m1, Arl6ip5, Cacna2d2, Calm1, Calm2, Calm3, Chrna1, Dlg1, Dlg4, Dnajc5, Gabrg3, Gls, Glul, Gnai1, Gnai2, Gnai3, Gnb1, Gnb2, Gng10, Gng11, Gng4, Gng5, Gria4, Grik3, Grik4, Grik5, Hspa8, Kcnj16, Kcnj3, Plcb3, Prkar1a, Prkar1b, Prkar2b, Prkca, Prkcb, Slc1a2, Slc1a3, Slc38a2, Slc5a7, Slc6a11, Syn3, Tspan7, Vamp2"
"UCH proteinases","2.309e-02","74","Actg1, Adrm1, Ino80b, Ino80c, Ino80d, Nedd8, Nfrkb, Psma1, Psma6, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ubc, Uchl1, Yy1"
"FOXO-mediated transcription","2.331e-02","21","Akt1, Foxo4, Foxo6, Sfn, Ywhab, Ywhag, Ywhaz"
"Regulation of PTEN stability and activity","2.342e-02","64","Akt1, Otud3, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Tnks, Tnks2, Ubc, Xiap"
"GPCR ligand binding","2.444e-02","374","Ackr4, Adgre5, Adm, Adm2, Adora2a, Adra2a, Adrb2, Avpr1a, Bdkrb2, C5ar1, C5ar2, Casr, Cckar, Ccl11, Ccl21a, Ccl22, Ccl25, Ccl28, Ccl3, Ccl4, Ccl9, Ccr5, Ccr7, Ccrl2, Cnr1, Cxcl16, Cxcl5, Cxcl9, Cxcr4, Edn2, Edn3, F2, F2rl1, F2rl3, Ffar3, Gal, Gnas, Gnb1, Gnb2, Gng10, Gng11, Gng4, Gng5, Gpr35, Gpr55, Grp, Htr7, Lhcgr, Lpar3, Ltb4r1, Ltb4r2, Nmb, Nms, Nmur1, Npb, Nps, Npw, Npy, Npy1r, Opn1sw, Oxt, P2ry6, Plppr2, Ppbp, Prlh, Rxfp4, S1pr5, Sst, Sstr2, Tac1, Tacr1, Tas2r126, Tas2r135, Ucn2, Vipr2"
"Regulation of actin dynamics for phagocytic cup formation","2.444e-02","53","Abi1, Actg1, Actr2, Arpc1b, Brk1, Cdc42, Crk, Cyfip1, Grb2, Hsp90ab1, Myh9, Myo10, Myo1c, Nckap1, Rac1, Wipf1"
"Nicotinate metabolism","2.541e-02","30","Bst1, Nadsyn1, Naprt, Naxd, Naxe, Nmnat1, Nmnat2, Nmnat3, Nt5e, Nudt12, Parp10, Parp14, Parp16, Parp4, Parp6, Parp8, Slc5a8"
"Clathrin-mediated endocytosis","2.542e-02","128","Aak1, Actg1, Actr2, Adrb2, Amph, Ap2b1, Ap2m1, Apob, Areg, Arpc1a, Btc, Cbl, Cd3d, Cltb, Cltc, Cops2, Cops6, Cops7a, Cops8, Egfr, Epgn, Epn1, Ereg, Fcho1, Gak, Grb2, Hbegf, Hspa8, Igf2r, Ldlr, M6pr, Necap2, Nedd8, Pacsin3, Rab5a, Rab5b, Scarb2, Syt11, Tacr1, Tgfa, Tgoln1, Tor1a, Trf, Ubc, Ubqln1, Ubqln2, Vamp2, Vamp3, Vamp8"
"G-protein beta:gamma signalling","2.542e-02","29","Akt1, Arhgef6, Cdc42, Gnb1, Gnb2, Gng10, Gng11, Gng4, Gng5, Pik3cg, Pik3r5, Plcb3, Rhoa"
"SCF(Skp2)-mediated degradation of p27/p21","2.542e-02","55","Ccna1, Ccna2, Cdkn1b, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Ubc"
"Signaling by Interleukins","2.542e-02","240","Casp1, Cbl, Clcf1, Crk, Crlf1, Ctf1, Ctsg, Dusp7, Fos, Grb2, Hck, Hmgb1, Hsp90b1, Il13ra1, Il1rn, Il21r, Il23r, Il27, Il27ra, Il2ra, Il2rb, Il33, Il4ra, Il5ra, Il9r, Inppl1, Irak4, Jak3, Lifr, Map2k3, Map2k4, Map3k7, Mapk7, Nfkb1, Nfkb2, Nfkbia, Nfkbib, Nkiras2, Nlrc5, Nlrx1, Osm, Osmr, Peli2, Pik3ca, Pik3r2, Ppp2ca, Ppp2cb, Ppp2r1b, Psma1, Psma6, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Ptpn11, Rela, Sdc1, Smarca4, Sqstm1, Tab2, Ubc, Ube2n, Usp18, Vamp2, Ywhaz"
"Transcriptional regulation by RUNX2","2.690e-02","57","Ar, Ppm1d, Psma1, Psma4, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psmd9, Psme1, Psme2b, Psme3, Rbm14, Rbx1, Ubc"
"Chaperonin-mediated protein folding","3.005e-02","36","Cct2, Cct3, Cct6a, Cct7, Cct8, Gna11, Gnb1, Gnb2, Gng10, Gng11, Gng4, Gng5, Tcp1"
"G alpha (i) signalling events","3.005e-02","257","Adcy3, Adra2a, Bdkrb2, C5ar1, Calm1, Calm2, Calm3, Casr, Ccl11, Ccl21a, Ccl25, Ccl28, Ccl4, Ccl9, Ccr5, Ccr7, Cnr1, Cxcl16, Cxcl5, Cxcl9, Cxcr4, Gal, Gna11, Gnai1, Gnai2, Gnai3, Gnb1, Gnb2, Gng10, Gng11, Gng4, Gng5, Gpr55, Lpar3, Nms, Nmur1, Npb, Npw, Npy, Npy1r, Opn1sw, Pde4a, Plcb3, Ppbp, Ppp1ca, Ppp2ca, Ppp2cb, Ppp2r1b, Prkar1a, Prkar1b, Prkar2b, Prkca, Prkcd, Rgs3, Rgs5, Rxfp4, S1pr5, Src, Sstr2, Tas2r126, Tas2r135"
"Protein folding","3.005e-02","36","Cct2, Cct3, Cct6a, Cct7, Cct8, Gna11, Gnb1, Gnb2, Gng10, Gng11, Gng4, Gng5, Tcp1"
"Ribosomal scanning and start codon recognition","3.005e-02","24","Eif1ax, Eif2s3x, Eif3a, Eif3b, Eif3c, Eif3d, Eif3e, Eif3f, Eif3h, Eif3i, Eif3j1, Eif3k, Eif4a1, Eif4b, Eif4e, Eif4g1, Eif5"
"Autophagy","3.105e-02","115","Arl13b, Atg12, Becn1, Chmp2b, Chmp4b, Chmp4c, Chmp7, Dync1h1, Dynll1, Dynll2, Gabarap, Gabarapl1, Gabarapl2, Lamtor2, Map1lc3b, Mfn2, Mterf3, Nbr1, Pik3c3, Pink1, Prkaa1, Prkab1, Prkab2, Prkn, Rraga, Rragc, Sqstm1, Src, Tomm20, Tomm22, Tomm40, Tomm6, Tomm7, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb1, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb4b, Tubb6, Ubc, Ube2n, Vim"
"Macroautophagy","3.105e-02","115","Arl13b, Atg12, Becn1, Chmp2b, Chmp4b, Chmp4c, Chmp7, Dync1h1, Dynll1, Dynll2, Gabarap, Gabarapl1, Gabarapl2, Lamtor2, Map1lc3b, Mfn2, Mterf3, Nbr1, Pik3c3, Pink1, Prkaa1, Prkab1, Prkab2, Prkn, Rraga, Rragc, Sqstm1, Src, Tomm20, Tomm22, Tomm40, Tomm6, Tomm7, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb1, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb4b, Tubb6, Ubc, Ube2n, Vim"
"Class I MHC mediated antigen processing & presentation","3.134e-02","332","Anapc5, Asb6, Asb8, B2m, Calr, Cdc20, Cdc27, Cdc34, Cul2, Cul5, Cyba, Dzip3, Eloc, Fbxl12, Fbxl14, Fbxl7, Fbxo2, Fbxo22, Fbxo27, Fbxo44, Fzr1, H2-K1, H2-M2, H2-M3, H2-Q4, H2-Q6, H2-Q7, H2-T23, Hectd3, Herc1, Herc3, Huwe1, Kctd7, Klhl11, Klhl21, Klhl42, Lmo7, Lnx1, Lrsam1, Mex3c, Ncf4, Pja1, Prkn, Psma1, Psma6, Psmb4, Psmb5, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Rbbp6, Rnf114, Rnf14, Rnf220, Rnf4, Sec22b, Sec24b, Sh3rf1, Siah2, Smurf1, Spsb1, Tap1, Tap2, Tapbp, Trim50, Trim69, Uba1, Uba3, Uba6, Ubac1, Ubc, Ube2a, Ube2c, Ube2cbp, Ube2d1, Ube2d2a, Ube2e2, Ube2k, Ube2l6, Ube2m, Ube2n, Ube2o, Ube2q2, Ube2r2, Ube2s, Ube2v2, Ufl1, Unkl, Vamp3, Vamp8, Znrf2"
"Adrenaline,noradrenaline inhibits insulin secretion","3.137e-02","21","Gnai1, Gnai2, Gnb1, Gnb2, Gng10, Gng11, Gng4, Gng5"
"GTP hydrolysis and joining of the 60S ribosomal subunit","3.267e-02","25","Eif1ax, Eif2s3x, Eif3a, Eif3b, Eif3c, Eif3d, Eif3e, Eif3f, Eif3h, Eif3i, Eif3j1, Eif3k, Eif4a1, Eif4b, Eif4e, Eif4g1, Eif5, Eif5b"
"COPI-mediated anterograde transport","3.353e-02","89","Actr10, Actr1a, Arcn1, Arf1, Arf5, Arfgap2, Arfgap3, Bet1, Bet1l, Cog6, Cog7, Cog8, Copb1, Cope, Copg2, Copz2, Dctn3, Dctn6, Dync1h1, Dynll1, Dynll2, Gbf1, Golga2, Gorasp1, Kdelr2, Napa, Sptbn2, Tmed2, Tmed7, Tmem115, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb1, Tubb2a, Tubb2b, Tubb3, Tubb4b, Tubb6, Uso1, Ykt6"
"Extracellular matrix organization","3.354e-02","224","Acan, Adam10, Adam15, Adam19, Bcan, Bmp4, Bmp7, Capn2, Capn7, Capn9, Capns1, Cast, Cd47, Ceacam1, Col12a1, Col16a1, Col17a1, Col18a1, Col23a1, Col24a1, Col27a1, Col4a1, Col4a4, Col5a1, Col5a2, Col7a1, Colgalt1, Crtap, Ctsb, Ctsd, Ctsg, Ctsk, Ctsl, Dcn, Ddr1, Efemp2, F11r, Fbln5, Fgf2, Fgg, Furin, Htra1, Icam1, Itga1, Itga2, Itga4, Itga5, Itga6, Itgb1, Itgb4, Itgb6, Itgb7, Jam2, Jam3, Klkb1, Loxl4, Lum, Matn3, Mfap2, Mmp10, Mmp13, Mmp14, Mmp15, Mmp17, Mmp19, Mmp2, Mmp3, Ncan, Nid1, P3h2, P3h3, P4hb, Pcolce, Pcolce2, Plod1, Plod2, Ppib, Prkca, Sdc1, Sdc2, Sdc4, Serpinh1, Sh3pxd2a, Spp1, Tgfb1, Timp1, Try10"
"Separation of Sister Chromatids","3.564e-02","173","Ahctf1, Anapc5, Bub1, Bub1b, Cdc16, Cdc20, Cdc27, Cdca8, Cenpa, Cenpk, Cenpn, Cenpo, Cenpq, Ckap5, Dync1h1, Dynll1, Dynll2, Espl1, Kif2c, Mad1l1, Mad2l1, Mapre1, Mis12, Nudc, Nuf2, Pafah1b1, Plk1, Ppp2ca, Ppp2cb, Ppp2r1b, Ppp2r5a, Psma1, Psma5, Psma6, Psmb2, Psmb4, Psmb5, Psmb6, Psmb7, Psmb8, Psmb9, Psmc2, Psmc3, Psmc5, Psmd11, Psmd12, Psmd13, Psmd14, Psmd3, Psmd5, Psmd6, Psmd7, Psmd8, Psme2b, Psme3, Sgo2a, Spc24, Stag1, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb1, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb4b, Tubb6, Ubc, Ube2c, Ube2d1, Ube2s, Xpo1"
"MHC class II antigen presentation","3.597e-02","102","Actr10, Actr1a, Ap1b1, Ap1g1, Ap2b1, Ap2m1, Ap2s1, Arf1, Cd74, Cltc, Ctsa, Ctsb, Ctsd, Ctsh, Ctsl, Dctn3, Dctn6, Dync1h1, Dynll1, Dynll2, Ifi30, Kif20a, Kif22, Kif23, Kif2c, Kifap3, Klc3, Lgmn, Osbpl1a, Rab7, Racgap1, Sec23a, Sec24b, Sptbn2, Tuba1a, Tuba1b, Tuba1c, Tuba4a, Tubb1, Tubb2a, Tubb2b, Tubb3, Tubb4a, Tubb4b, Tubb6"
