"Reactome.Pathway.Term","Adjusted.P.Value","Size","Leading.Edge"
"MyD88 dependent cascade initiated on endosome","1.428e-02","76","App, Cul1, Dusp3, Dusp6, Dusp7, Ecsit, Fbxw11, Fos, Ikbkb, Irak1, Jun, Map2k3, Map2k4, Map2k7, Map3k7, Mapk1, Mapk14, Mapk8, Mapk9, Mapkapk3, Nfkb2, Nfkbia, Nfkbib, Nlrc5, Nod1, Peli1, Peli2, Ppp2ca, Ppp2cb, Ppp2r1a, Rela, Ripk2, Tab2, Tab3, Ticam2, Tnip2, Traf6, Ubc, Usp14"
"MyD88-independent TLR4 cascade ","1.428e-02","87","App, Cul1, Dusp3, Dusp6, Dusp7, Fadd, Fbxw11, Fos, Ikbkb, Ikbke, Irak1, Irf3, Jun, Map2k3, Map2k4, Map2k7, Map3k7, Mapk1, Mapk14, Mapk8, Mapk9, Mapkapk3, Nfkb2, Nfkbia, Nfkbib, Nlrc5, Nod1, Ppp2ca, Ppp2cb, Ppp2r1a, Ptpn11, Rela, Ripk1, Ripk2, Tab2, Tab3, Tank, Ticam2, Tnip2, Traf6, Ubc, Ube2d2a, Usp14"
"TRIF(TICAM1)-mediated TLR4 signaling ","1.428e-02","87","App, Cul1, Dusp3, Dusp6, Dusp7, Fadd, Fbxw11, Fos, Ikbkb, Ikbke, Irak1, Irf3, Jun, Map2k3, Map2k4, Map2k7, Map3k7, Mapk1, Mapk14, Mapk8, Mapk9, Mapkapk3, Nfkb2, Nfkbia, Nfkbib, Nlrc5, Nod1, Ppp2ca, Ppp2cb, Ppp2r1a, Ptpn11, Rela, Ripk1, Ripk2, Tab2, Tab3, Tank, Ticam2, Tnip2, Traf6, Ubc, Ube2d2a, Usp14"
"ER to Golgi Anterograde Transport","1.564e-02","140","Actr1a, Arf1, Arf3, Arf5, Arfgap1, Bet1, Capzb, Cog5, Cog6, Cog7, Copb1, Copg2, Ctsc, Dctn3, Dctn4, Dctn6, Dync1h1, Dync1i1, Dync1li1, Golga2, Gorasp1, Gosr1, Gosr2, Gria1, Kdelr2, Lman1, Lman1l, Lman2, Mia3, Napa, Ppp6c, Ppp6r1, Ppp6r3, Preb, Rab1b, Sar1b, Scfd1, Sec16a, Sec22a, Sec24b, Sec24c, Sec31a, Serpina1c, Tmed10, Tmed9, Trappc1, Trappc2, Trappc2l, Trappc3, Trappc4, Trappc5, Trappc6a, Trappc9, Tuba8, Tubb2a, Tubb2b, Tubb4b, Tubb6, Uso1, Ykt6"
"Fatty acyl-CoA biosynthesis","1.608e-02","33","Acaca, Acly, Acsbg1, Acsl1, Acsl6, Elovl1, Elovl7, H2-Ke6, Hsd17b3, Ppt1, Tecr, Tecrl"
"RNA Polymerase II Transcription Termination","1.608e-02","62","Chtop, Cpsf1, Cpsf3, Cpsf7, Cstf2, Cstf3, Eif4a3, Fip1l1, Lsm11, Ncbp1, Ncbp2, Pabpn1, Papola, Pcf11, Poldip3, Snrpe, Snrpf, Srrm1, Srsf11, Srsf2, Srsf5, Srsf7, Srsf9, Thoc2, Thoc7, U2af1"
"Regulation of PTEN stability and activity","1.608e-02","64","Akt3, Csnk2a2, Csnk2b, Nedd4, Psma4, Psma6, Psmb4, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Stub1, Trim27, Ubc"
"Antiviral mechanism by IFN-stimulated genes","1.659e-02","30","Eif4a1, Eif4a2, Eif4a3, Eif4g1, Eif4g2, Eif4g3, Flnb, Irf3, Nedd4"
"Hedgehog 'on' state","1.754e-02","77","Cdc73, Gas8, Grk2, Kif3a, Psma4, Psma6, Psmb4, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Smo, Spop, Ubc"
"Degradation of AXIN","1.758e-02","51","Axin2, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Ubc"
"Regulation of Glucokinase by Glucokinase Regulatory Protein","1.758e-02","29","Aaas, Ndc1, Nup107, Nup155, Nup37, Nup50, Nup62, Nup85, Nup98, Pom121, Rae1, Tpr"
"Hedgehog ligand biogenesis","1.779e-02","59","Os9, P4hb, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Ubc, Vcp"
"Nuclear Pore Complex (NPC) Disassembly","1.811e-02","29","Aaas, Ndc1, Nup107, Nup155, Nup37, Nup50, Nup62, Nup85, Nup98, Pom121, Rae1, Tpr"
"Mitophagy","1.822e-02","26","Atg5, Csnk2a2, Csnk2b, Map1lc3b, Mterf3, Pgam5, Sqstm1, Tomm40, Tomm5, Tomm70a, Ubc, Ulk1"
"Toll Like Receptor 7/8 (TLR7/8) Cascade","1.857e-02","77","App, Cul1, Dusp3, Dusp6, Dusp7, Ecsit, Fbxw11, Fos, Ikbkb, Irak1, Jun, Map2k3, Map2k4, Map2k7, Map3k7, Mapk1, Mapk14, Mapk8, Mapk9, Mapkapk3, Nfkb2, Nfkbia, Nfkbib, Nlrc5, Nod1, Peli1, Peli2, Ppp2ca, Ppp2cb, Ppp2r1a, Rela, Ripk2, Tab2, Tab3, Ticam2, Tnip2, Traf6, Ubc, Usp14"
"Regulation of RUNX2 expression and activity","1.925e-02","47","Cul1, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Stub1, Ubc"
"Autophagy","1.962e-02","115","Ambra1, Arl13b, Atg12, Atg13, Atg4b, Atg5, Atg7, Atg9a, Atg9b, Becn1, Chmp2a, Chmp6, Chmp7, Csnk2a2, Csnk2b, Dync1h1, Dync1i1, Dync1li1, Gabarap, Hdac6, Ift88, Map1lc3b, Mfn2, Mterf3, Park7, Pcnt, Pgam5, Prkab1, Prkag3, Rb1cc1, Rragc, Sqstm1, Tomm40, Tomm5, Tomm7, Tomm70a, Tuba8, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc, Ulk1, Uvrag, Wipi2"
"Macroautophagy","1.962e-02","115","Ambra1, Arl13b, Atg12, Atg13, Atg4b, Atg5, Atg7, Atg9a, Atg9b, Becn1, Chmp2a, Chmp6, Chmp7, Csnk2a2, Csnk2b, Dync1h1, Dync1i1, Dync1li1, Gabarap, Hdac6, Ift88, Map1lc3b, Mfn2, Mterf3, Park7, Pcnt, Pgam5, Prkab1, Prkag3, Rb1cc1, Rragc, Sqstm1, Tomm40, Tomm5, Tomm7, Tomm70a, Tuba8, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc, Ulk1, Uvrag, Wipi2"
"COPII-mediated vesicle transport","2.055e-02","67","Bet1, Ctsc, Golga2, Gorasp1, Gosr2, Gria1, Lman1, Lman1l, Lman2, Napa, Ppp6c, Ppp6r1, Ppp6r3, Preb, Rab1b, Sar1b, Scfd1, Sec16a, Sec22a, Sec24b, Sec24c, Sec31a, Serpina1c, Tmed10, Trappc1, Trappc2, Trappc2l, Trappc3, Trappc4, Trappc5, Trappc6a, Trappc9, Uso1, Ykt6"
"Ubiquitin Mediated Degradation of Phosphorylated Cdc25A","2.055e-02","48","Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Ubc"
"p53-Independent DNA Damage Response","2.055e-02","48","Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Ubc"
"p53-Independent G1/S DNA damage checkpoint","2.055e-02","48","Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Ubc"
"Signaling by NTRK1 (TRKA)","2.079e-02","60","Ap2b1, Ap2m1, Ap2s1, Braf, Chd4, Cltc, Dnal4, Dusp7, Irs1, Irs2, Kras, Mapk1, Ngf, Pik3ca, Pik3r1, Pik3r2, Ppp2ca, Rhoa, Sgk1, Srf, Ywhab"
"mRNA 3'-end processing","2.079e-02","53","Chtop, Cpsf1, Cpsf3, Cpsf7, Cstf2, Cstf3, Eif4a3, Fip1l1, Ncbp1, Ncbp2, Pabpn1, Papola, Pcf11, Poldip3, Srrm1, Srsf11, Srsf2, Srsf5, Srsf7, Srsf9, Thoc2, Thoc7, U2af1"
"Major pathway of rRNA processing in the nucleolus and cytosol","2.083e-02","86","C1d, Csnk1e, Ddx21, Ebna1bp2, Emg1, Exosc1, Exosc2, Exosc3, Exosc7, Exosc8, Exosc9, Fcf1, Ftsj3, Gnl3, Heatr1, Mphosph10, Mphosph6, Mtrex, Ncl, Nip7, Nob1, Nol6, Nol9, Pelp1, Pwp2, Riok1, Riok2, Senp3, Tex10, Utp15, Utp25, Utp6, Wdr18, Wdr36, Wdr43"
"rRNA processing","2.083e-02","86","C1d, Csnk1e, Ddx21, Ebna1bp2, Emg1, Exosc1, Exosc2, Exosc3, Exosc7, Exosc8, Exosc9, Fcf1, Ftsj3, Gnl3, Heatr1, Mphosph10, Mphosph6, Mtrex, Ncl, Nip7, Nob1, Nol6, Nol9, Pelp1, Pwp2, Riok1, Riok2, Senp3, Tex10, Utp15, Utp25, Utp6, Wdr18, Wdr36, Wdr43"
"rRNA processing in the nucleus and cytosol","2.083e-02","86","C1d, Csnk1e, Ddx21, Ebna1bp2, Emg1, Exosc1, Exosc2, Exosc3, Exosc7, Exosc8, Exosc9, Fcf1, Ftsj3, Gnl3, Heatr1, Mphosph10, Mphosph6, Mtrex, Ncl, Nip7, Nob1, Nol6, Nol9, Pelp1, Pwp2, Riok1, Riok2, Senp3, Tex10, Utp15, Utp25, Utp6, Wdr18, Wdr36, Wdr43"
"Cyclin E associated events during G1/S transition ","2.089e-02","65","Akt2, Akt3, Ccnd1, Cdk2, Cdk4, Cdk7, Cdkn1a, Cdkn1b, Cul1, Mnat1, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc5, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd6, Psmd7, Psme2b, Psme3, Rb1, Ubc"
"Cytokine Signaling in Immune system","2.187e-02","364","Akt2, Akt3, App, Brwd1, Camk2d, Camk2g, Canx, Casp1, Cbl, Cd4, Cdkn1b, Csf3, Cul1, Dusp3, Dusp6, Dusp7, Eda, Eda2r, Eif2ak2, Eif4a1, Eif4a2, Eif4a3, Eif4g1, Eif4g2, Eif4g3, Elob, Fbxw11, Flnb, Fos, Fyn, Gh, Grb10, Gsdmd, Hsp90b1, Ifngr1, Ifnlr1, Ikbkb, Il15, Il1b, Il1rn, Il20rb, Il22ra1, Il2rb, Il33, Il34, Il4ra, Il7r, Irak1, Irf3, Irf9, Irs1, Irs2, Jun, Kras, Ltbr, Lyn, Map2k3, Map2k4, Map2k7, Map3k7, Mapk1, Mapk14, Mapk8, Mapk9, Mapkapk3, Myd88, Nedd4, Nfkb2, Nfkbia, Nfkbib, Nlrc5, Nod1, Peli1, Peli2, Pias1, Pik3ca, Pik3cb, Pik3r1, Pik3r2, Plcg1, Ppp2ca, Ppp2cb, Ppp2r1a, Prkcd, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc5, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd6, Psmd7, Psme2b, Psme3, Psme4, Ptpn1, Ptpn11, Rela, Ripk2, Sdc1, Sh2b1, Sh2b3, Smarca4, Sos2, Sqstm1, Stat3, Stat6, Stx1a, Stx4a, Stxbp2, Tab2, Tab3, Tnfrsf13b, Tnfrsf1a, Tnfsf11, Tnfsf13b, Tnip2, Tollip, Traf6, Tslp, Txlna, Uba3, Ubc, Ube2d2a, Ube2l6, Ube2m, Usp14, Vamp2"
"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","2.292e-02","69","Anapc5, Fzr1, Psma4, Psma6, Psmb4, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Pttg1, Rb1, Ubc"
"Transcriptional regulation by RUNX3","2.313e-02","72","Ctnnb1, Ep300, Hdac4, Maml1, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Snw1, Tead2, Ubc, Yap1"
"FBXL7 down-regulates AURKA during mitotic entry and in early mitosis","2.331e-02","49","Cul1, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Ubc"
"MAPK6/MAPK4 signaling","2.331e-02","67","Cdc14b, Cdc42ep3, Dnajb1, Hspb1, Pak2, Psma4, Psma6, Psmb4, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Ubc"
"Metabolism of non-coding RNA","2.331e-02","46","Aaas, Ddx20, Gemin4, Ndc1, Nup107, Nup155, Nup37, Nup50, Nup62, Nup85, Nup98, Pom121, Rae1, Smn1, Snrpe, Snrpf, Tgs1, Tpr, Wdr77"
"Programmed Cell Death","2.331e-02","118","Appl1, Bad, Bax, Bcap31, Bid, Casp1, Casp7, Cdc37, Cflar, Chmp2a, Chmp6, Chmp7, Ctnnb1, Dcc, Dffb, Dnm1l, Dsg3, Dsp, Dynll1, Fadd, Fnta, Gsdmd, Gsn, H1f0, Hsp90aa1, Il1b, Lmna, Lmnb1, Mapk1, Mapk8, Nmt1, Ocln, Ogt, Opa1, Pdcd6ip, Peli1, Pkp1, Plec, Prkcd, Ptk2, Ripk1, Sfn, Sh3glb2, Stk26, Stub1, Ticam2, Tjp1, Tnfrsf10b, Tradd, Ubc, Vim, Ywhab, Ywhaq"
"snRNP Assembly","2.331e-02","46","Aaas, Ddx20, Gemin4, Ndc1, Nup107, Nup155, Nup37, Nup50, Nup62, Nup85, Nup98, Pom121, Rae1, Smn1, Snrpe, Snrpf, Tgs1, Tpr, Wdr77"
"Cyclin A:Cdk2-associated events at S phase entry","2.373e-02","67","Akt2, Akt3, Ccnd1, Cdc25b, Cdk2, Cdk4, Cdk7, Cdkn1a, Cdkn1b, Cul1, Fzr1, Mnat1, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc5, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd6, Psmd7, Psme2b, Psme3, Rb1, Ubc"
"Visual phototransduction","2.373e-02","86","Apob, Apoe, Calm3, Camkmt, Clps, Gpc2, Lrp10, Myo7a, Nmt1, Opn1mw, Rbp3, Rbp4, Rdh1, Rdh12, Sdc1, Sdc2, Sdc4"
"Regulation of actin dynamics for phagocytic cup formation","2.381e-02","53","Abi1, Abi2, Actg1, Actr3, Arpc2, Arpc4, Baiap2, Brk1, Cdc42, Cyfip1, Cyfip2, Dock1, Elmo2, Fcgr4, Hsp90aa1, Hsp90ab1, Mapk1, Myh9, Myo1c, Myo5a, Nck1, Nckap1, Nf2, Wipf1"
"Signaling by WNT","2.446e-02","221","Ap2b1, Ap2m1, Ap2s1, Ash2l, Axin2, Bcl9l, Calm3, Cav1, Cdc73, Cltb, Cltc, Csnk1e, Csnk2a2, Csnk2b, Ctbp1, Ctnnb1, Cul1, Cul3, Daam1, Dkk4, Dvl1, Ep300, Fzd6, Fzd8, Gnat2, Gnb2, Gnb4, Gng12, Kras, Kremen1, Lrp6, Map3k7, Pde6g, Pfn1, Pip5k1b, Plcb3, Ppp2ca, Ppp3cb, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd6, Psmd7, Psme3, Psme4, Pygo2, Rbbp5, Rhoa, Rspo1, Smarca4, Sox4, Sox6, Tle2, Tle3, Ubc, Usp34, Vps26a, Wnt11, Wnt7a"
"RHO GTPases Activate WASPs and WAVEs","2.481e-02","30","Abi1, Abi2, Actg1, Actr3, Arpc2, Arpc4, Baiap2, Brk1, Cdc42, Cyfip1, Cyfip2, Mapk1, Nck1, Nckap1, Wipf1"
"Transcriptional Regulation by TP53","2.489e-02","276","Akt2, Akt3, Bax, Blm, Brd1, Brpf1, Brpf3, Btg2, Ccnt1, Cdk2, Cdk7, Cdk9, Cdkn1a, Cdkn1b, Chd3, Chd4, Cnot6, Cnot6l, Cnot9, Cox14, Cox19, Cox4i1, Cox6a1, Cox6b1, Cox8a, Cradd, Csnk2a1, Csnk2a2, Csnk2b, Dyrk2, E2f8, Ehmt2, Ell, Elob, Ep300, Ercc2, Gatad2a, Gls, Gpi1, Gpx2, Gsr, Gtf2f1, Gtf2f2, Gtf2h3, Gtf2h4, Gtf2h5, Hipk1, Jmy, Lrpprc, Mapk14, Mbd3, Mdm4, Mnat1, Mta2, Nelfa, Nelfb, Pdpk1, Pin1, Pml, Polr2a, Polr2b, Polr2e, Polr2f, Ppp1r13l, Ppp2ca, Ppp2cb, Ppp2r1a, Prdx1, Prdx5, Prkab1, Prkag2, Prkag3, Prmt5, Rabggta, Rabggtb, Rad1, Rbbp7, Rnf34, Rragc, Sesn1, Sesn2, Sesn3, Sfn, Sgk1, Ssrp1, Supt16, Supt5, Taf11, Taf12, Taf4, Taf4b, Taf7, Taf9b, Tbp, Tcea1, Tnks1bp1, Trp63, Txn1, Ubc, Usp2, Usp7, Wrn, Ywhab, Ywhaq, Zfp385a"
"Degradation of GLI1 by the proteasome","2.489e-02","51","Cul1, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Ubc"
"Synthesis of very long-chain fatty acyl-CoAs","2.521e-02","22","Acsbg1, Acsl1, Acsl6, Elovl1, Elovl7, Hsd17b3, Tecr, Tecrl"
"PIP3 activates AKT signaling","2.550e-02","223","Akt3, Cdkn1b, Chd4, Csnk2a2, Csnk2b, Egfr, Erbb2, Erbb3, Fgf9, Foxo6, Gab1, Gatad2a, Hbegf, Ier3, Irak1, Irs1, Irs2, Mapk1, Mbd3, Mta2, Myd88, Nedd4, Pdpk1, Phc1, Pik3ca, Pik3r1, Pik3r2, Ppp2ca, Psma4, Psma6, Psmb4, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Ptpn11, Rbbp7, Ring1, Stub1, Trim27, Ubc"
"Synthesis of IP3 and IP4 in the cytosol","2.608e-02","27","Calm3, Inpp5b, Itpk1, Itpka, Itpkb, Itpkc, Plcb3, Plcd1, Plcg1, Plch2"
"Ubiquitin-dependent degradation of Cyclin D","2.612e-02","47","Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Ubc"
"SUMOylation of transcription cofactors","2.696e-02","36","Bmi1, Casp8ap2, Ctbp1, Ddx17, Ep300, Mbd1, Nrip1, Park7, Phc1, Pias1, Pias2, Pias4, Ring1, Sin3a, Sumo3, Topors, Zfp131"
"RUNX1 regulates transcription of genes involved in differentiation of HSCs","2.743e-02","62","Gata1, Ldb1, Mnat1, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Tcf12, Ubc, Yap1"
"The role of GTSE1 in G2/M progression after G2 checkpoint","2.743e-02","69","Cdkn1a, Gtse1, Hsp90aa1, Hsp90ab1, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc5, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd6, Psmd7, Psme2b, Psme3, Psme4, Tuba8, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc"
"Orc1 removal from chromatin","2.765e-02","65","Cul1, Mcm2, Mcm5, Orc3, Orc4, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Ubc"
"HS-GAG biosynthesis","2.785e-02","28","Gpc2, Gpc3, Hs2st1, Hs3st3b1, Hs3st6, Hs6st2, Ndst1, Ndst4, Sdc1, Sdc2, Sdc4"
"Potassium Channels","2.785e-02","94","Abcc8, Abcc9, Gabbr1, Gnb5, Gng10, Gng11, Gng13, Gng2, Gng4, Gngt2, Hcn2, Kcna10, Kcna2, Kcna4, Kcna5, Kcnab1, Kcnab2, Kcnb2, Kcnc2, Kcnc3, Kcnd2, Kcnf1, Kcng1, Kcng2, Kcng3, Kcnh2, Kcnh7, Kcnj10, Kcnj12, Kcnj14, Kcnj2, Kcnj3, Kcnj5, Kcnj6, Kcnj8, Kcnj9, Kcnk16, Kcnk18, Kcnk6, Kcnk7, Kcnmb2, Kcnmb3, Kcnmb4, Kcnn1, Kcnn2, Kcnn3, Kcnn4, Kcnq4, Kcns1, Kcnv2"
"A tetrasaccharide linker sequence is required for GAG synthesis","2.799e-02","22","B4galt7, Cspg5, Dcn, Gpc2, Gpc3, Sdc1, Sdc2, Sdc4, Xylt2"
"Signaling by Non-Receptor Tyrosine Kinases","2.799e-02","44","Arap1, Bcar1, Cbl, Ccnd1, Cdk2, Cdk4, Cdkn1b, Dock1, Egf, Egfr, Elmo2, Erbb2, Erbb3, Gpnmb, Hbegf, Kras, Rhoa, Sfpq, Stat3, Ubc"
"Signaling by PTK6","2.799e-02","44","Arap1, Bcar1, Cbl, Ccnd1, Cdk2, Cdk4, Cdkn1b, Dock1, Egf, Egfr, Elmo2, Erbb2, Erbb3, Gpnmb, Hbegf, Kras, Rhoa, Sfpq, Stat3, Ubc"
"Cell-Cell communication","2.832e-02","79","Actg1, Afdn, Cdh17, Cdh5, Col17a1, Ctnnb1, Ctnnd1, F11r, Fermt2, Flna, Iqgap1, Itga6, Itgb4, Jup, Krt14, Krt5, Lims1, Lims2, Nectin1, Nectin4, Pard3, Pard6g, Prkci, Vasp"
"Autodegradation of the E3 ubiquitin ligase COP1","2.851e-02","48","Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Ubc"
"G2/M Transition","2.864e-02","167","Actr1a, Ajuba, Alms1, Cdc25b, Cdk2, Cdk5rap2, Cdk7, Cdkn1a, Cep192, Cep250, Cep57, Cep78, Ckap5, Clasp1, Csnk1e, Cul1, Dctn3, Dync1h1, Fbxw11, Gtse1, Haus1, Haus3, Hsp90aa1, Hsp90ab1, Mnat1, Mzt2, Nde1, Pcnt, Phlda1, Pkmyt1, Ppp1cb, Ppp1r12a, Ppp2ca, Ppp2cb, Ppp2r2a, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc5, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd6, Psmd7, Psme2b, Psme3, Psme4, Rab8a, Tuba8, Tubb2a, Tubb2b, Tubb4b, Tubb6, Tubgcp3, Tubgcp5, Ubc, Xpo1"
"GLI3 is processed to GLI3R by the proteasome","2.864e-02","52","Cul1, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Ubc"
"Regulation of RAS by GAPs","2.864e-02","63","Cul3, Dab2ip, Kras, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Rasal1, Ubc"
"Selective autophagy","2.864e-02","61","Arl13b, Atg12, Atg5, Csnk2a1, Csnk2a2, Csnk2b, Dync1h1, Dync1i1, Dync1li1, Dynll1, Hdac6, Ift88, Map1lc3b, Mfn2, Mterf3, Park7, Pcnt, Pgam5, Sqstm1, Tomm40, Tomm5, Tomm7, Tomm70a, Tuba8, Tubb2a, Tubb2b, Tubb4b, Tubb6, Ubc, Ulk1, Vim"
"EGFR downregulation","2.878e-02","28","Egfr, Epn1, Eps15l1, Hbegf, Ptpn3, Ptprk, Sh3gl1, Ubc"
"Insulin receptor recycling","2.878e-02","26","Atp6v0a1, Atp6v0b, Atp6v0c, Atp6v1a, Atp6v1b2, Atp6v1d, Atp6v1f, Atp6v1h, Tcirg1"
"Postmitotic nuclear pore complex (NPC) reformation","2.878e-02","20","Ahctf1, Ndc1, Nup107, Nup155, Nup37, Nup85, Nup98, Pom121, Rcc1"
"RAB GEFs exchange GTP for GDP on RABs","2.878e-02","85","Akt2, Akt3, Als2, Als2cl, Ankrd27, Dennd5b, Gapvd1, Gdi1, Gdi2, Mon1a, Mon1b, Rab12, Rab18, Rab1b, Rab21, Rab27b, Rab32, Rab3gap1, Rab3gap2, Rab3il1, Rab5a, Rab6a, Rab8a, Rab8b, Rab9, Rin1, Sbf2, Trappc1, Trappc11, Trappc2, Trappc2l, Trappc3, Trappc4, Trappc5, Trappc6a, Trappc8, Trappc9, Ulk1"
"Intracellular signaling by second messengers","2.999e-02","249","Akt3, Bmi1, Calm3, Cdkn1b, Chd3, Chd4, Csnk2a2, Csnk2b, Egfr, Erbb2, Erbb3, Fgf9, Fgfr2, Foxo6, Frs2, Gab1, Gatad2a, Grk2, Hbegf, Ier3, Il33, Irak1, Irs1, Irs2, Mapk1, Mbd3, Mta2, Myd88, Nedd4, Pdpk1, Phc1, Pik3ca, Pik3r1, Pik3r2, Pip5k1b, Ppp2ca, Prkar1a, Prkcd, Psma3, Psma4, Psma6, Psmb4, Psmb8, Psmc3, Psmc6, Psmd1, Psmd11, Psmd14, Psmd3, Psmd7, Psme3, Psme4, Ptpn11, Rbbp7, Rhog, Ring1, Stub1, Trim27, Ubc"
"Sphingolipid metabolism","3.011e-02","74","Aldh3a2, Aldh3b2, Aldh3b3, B3galnt1, B4galnt1, Cers6, Ctsa, Degs1, Esyt2, Fa2h, Gba, Gltp, Gm2a, Kdsr, Neu2, Neu3, Plpp1, Psap, Sgpl1, Sgpp2, Smpd1, Smpd2, Sphk2, Spns2, Sptlc1, Sptlc2, Ugcg"
"Cytosolic sensors of pathogen-associated DNA ","3.277e-02","26","Ctnnb1, Ep300, Ikbkb, Irf3, Myd88, Nfkb2, Nfkbia, Nfkbib, Stat6, Ubc"
"DNA Damage Recognition in GG-NER","3.395e-02","31","Actg1, Cops3, Cops7a, Ddb1, Ino80c, Mcrs1, Rad23b, Ruvbl1, Tfpt, Ubc, Yy1"
"Signaling by NTRKs","3.395e-02","72","Ap2b1, Ap2m1, Ap2s1, Braf, Chd4, Cltc, Dnal4, Dusp7, Irs1, Irs2, Kras, Mapk1, Ngf, Ntf5, Pik3ca, Pik3r1, Pik3r2, Ppp2ca, Rhoa, Sgk1, Srf, Ywhab"
"Toll-like Receptor Cascades","3.406e-02","130","Apob, App, Cd36, Ctsb, Cul1, Dnm2, Dusp3, Dusp6, Dusp7, Ecsit, Eea1, Fadd, Fbxw11, Fos, Gsdmd, Hsp90b1, Ikbkb, Ikbke, Irak1, Irf3, Jun, Map2k3, Map2k4, Map2k7, Map3k7, Mapk1, Mapk14, Mapk8, Mapk9, Mapkapk3, Nfkb2, Nfkbia, Nfkbib, Nlrc5, Nod1, Peli1, Peli2, Pik3r4, Ppp2ca, Ppp2cb, Ppp2r1a, Ptpn11, Rbsn, Rela, Ripk1, Ripk2, Tab2, Tab3, Ticam2, Tirap, Tlr1, Tlr6, Tnip2, Traf6, Ubc, Ube2d2a, Usp14"
